Range,Azimuth,Polar
  0.0039,  0.0000,150.5250,256 
  1.0547,  0.0000,150.7500,256 
  1.0391,  0.0000,150.9750,256 
  1.0664,  0.0000,151.2000,256 
  1.0664,  0.0000,151.4250,256 
  1.0430,  0.0000,151.6500,256 
  1.0469,  0.0000,151.8750,256 
  0.9336,  0.0000,152.1000,256 
  0.7500,  0.0000,152.3250,256 
  0.6055,  0.0000,152.5500,256 
  0.6289,  0.0000,152.7750,256 
  0.4805,  0.0000,153.0000,256 
  0.3555,  0.0000,153.2250,256 
  0.2695,  0.0000,153.4500,256 
  0.2305,  0.0000,153.6750,256 
  0.1758,  0.0000,153.9000,256 
  0.1719,  0.0000,154.1250,256 
  0.2070,  0.0000,154.3500,256 
  0.2070,  0.0000,154.5750,256 
  0.1758,  0.0000,154.8000,256 
  0.1992,  0.0000,155.0250,256 
  0.2227,  0.0000,155.2500,256 
  0.1992,  0.0000,155.4750,256 
  0.2383,  0.0000,155.7000,256 
  0.2188,  0.0000,155.9250,256 
  0.1914,  0.0000,156.1500,256 
  0.2148,  0.0000,156.3750,256 
  0.2070,  0.0000,156.6000,256 
  0.2070,  0.0000,156.8250,256 
  0.2461,  0.0000,157.0500,256 
  0.2383,  0.0000,157.2750,256 
  0.2148,  0.0000,157.5000,256 
  0.2344,  0.0000,157.7250,256 
  0.1875,  0.0000,157.9500,256 
  0.2422,  0.0000,158.1750,256 
  0.1875,  0.0000,158.4000,256 
  0.2227,  0.0000,158.6250,256 
  0.1953,  0.0000,158.8500,256 
  0.2227,  0.0000,159.0750,256 
  0.1758,  0.0000,159.3000,256 
  0.1641,  0.0000,159.5250,256 
  0.1836,  0.0000,159.7500,256 
  0.2070,  0.0000,159.9750,256 
  0.2109,  0.0000,160.2000,256 
  0.2070,  0.0000,160.4250,256 
  0.1797,  0.0000,160.6500,256 
  0.1836,  0.0000,160.8750,256 
  0.2305,  0.0000,161.1000,256 
  0.2109,  0.0000,161.3250,256 
  0.2188,  0.0000,161.5500,256 
  0.2227,  0.0000,161.7750,256 
  0.1953,  0.0000,162.0000,256 
  0.1875,  0.0000,162.2250,256 
  0.2109,  0.0000,162.4500,256 
  0.2188,  0.0000,162.6750,256 
  0.2109,  0.0000,162.9000,256 
  0.1680,  0.0000,163.1250,256 
  0.2461,  0.0000,163.3500,256 
  0.2461,  0.0000,163.5750,256 
  0.1797,  0.0000,163.8000,256 
  0.2070,  0.0000,164.0250,256 
  0.1953,  0.0000,164.2500,256 
  0.1719,  0.0000,164.4750,256 
  0.2422,  0.0000,164.7000,256 
  0.1328,  0.0000,164.9250,256 
  0.1328,  0.0000,165.1500,256 
  0.1484,  0.0000,165.3750,256 
  0.1484,  0.0000,165.6000,256 
  0.1875,  0.0000,165.8250,256 
  0.1719,  0.0000,166.0500,256 
  0.0938,  0.0000,166.2750,256 
  0.1484,  0.0000,166.5000,256 
  0.1758,  0.0000,166.7250,256 
  0.1523,  0.0000,166.9500,256 
  0.1406,  0.0000,167.1750,256 
  0.1758,  0.0000,167.4000,256 
  0.1641,  0.0000,167.6250,256 
  0.1523,  0.0000,167.8500,256 
  0.1523,  0.0000,168.0750,256 
  0.1523,  0.0000,168.3000,256 
  0.1328,  0.0000,168.5250,256 
  0.1641,  0.0000,168.7500,256 
  0.1875,  0.0000,168.9750,256 
  0.2188,  0.0000,169.2000,256 
  0.1914,  0.0000,169.4250,256 
  0.2383,  0.0000,169.6500,256 
  0.2266,  0.0000,169.8750,256 
  0.2500,  0.0000,170.1000,256 
  0.2266,  0.0000,170.3250,256 
  0.2227,  0.0000,170.5500,256 
  0.1680,  0.0000,170.7750,256 
  0.2148,  0.0000,171.0000,256 
  0.2109,  0.0000,171.2250,256 
  0.1914,  0.0000,171.4500,256 
  0.2188,  0.0000,171.6750,256 
  0.1875,  0.0000,171.9000,256 
  0.1484,  0.0000,172.1250,256 
  0.1875,  0.0000,172.3500,256 
  0.1445,  0.0000,172.5750,256 
  0.1602,  0.0000,172.8000,256 
  0.1641,  0.0000,173.0250,256 
  0.1758,  0.0000,173.2500,256 
  0.1836,  0.0000,173.4750,256 
  0.1406,  0.0000,173.7000,256 
  0.1328,  0.0000,173.9250,256 
  0.1289,  0.0000,174.1500,256 
  0.1367,  0.0000,174.3750,256 
  0.1484,  0.0000,174.6000,256 
  0.1563,  0.0000,174.8250,256 
  0.1563,  0.0000,175.0500,256 
  0.1875,  0.0000,175.2750,256 
  0.1758,  0.0000,175.5000,256 
  0.1641,  0.0000,175.7250,256 
  0.1406,  0.0000,175.9500,256 
  0.1836,  0.0000,176.1750,256 
  0.1836,  0.0000,176.4000,256 
  0.1758,  0.0000,176.6250,256 
  0.1914,  0.0000,176.8500,256 
  0.2070,  0.0000,177.0750,256 
  0.1914,  0.0000,177.3000,256 
  0.1953,  0.0000,177.5250,256 
  0.2031,  0.0000,177.7500,256 
  0.2031,  0.0000,177.9750,256 
  0.2227,  0.0000,178.2000,256 
  0.1797,  0.0000,178.4250,256 
  0.2031,  0.0000,178.6500,256 
  0.2227,  0.0000,178.8750,256 
  0.2188,  0.0000,179.1000,256 
  0.1953,  0.0000,179.3250,256 
  0.1953,  0.0000,179.5500,256 
  0.1680,  0.0000,179.7750,256 
  0.1914,  0.0000,180.0000,256 
  0.1680,  0.0000,180.2250,256 
  0.1914,  0.0000,180.4500,256 
  0.1602,  0.0000,180.6750,256 
  0.1758,  0.0000,180.9000,256 
  0.1992,  0.0000,181.1250,256 
  0.1523,  0.0000,181.3500,256 
  0.1797,  0.0000,181.5750,256 
  0.1875,  0.0000,181.8000,256 
  0.1797,  0.0000,182.0250,256 
  0.1719,  0.0000,182.2500,256 
  0.1563,  0.0000,182.4750,256 
  0.1602,  0.0000,182.7000,256 
  0.1289,  0.0000,182.9250,256 
  0.1797,  0.0000,183.1500,256 
  0.1172,  0.0000,183.3750,256 
  0.1953,  0.0000,183.6000,256 
  0.2188,  0.0000,183.8250,256 
  0.2227,  0.0000,184.0500,256 
  0.2109,  0.0000,184.2750,256 
  0.2031,  0.0000,184.5000,256 
  0.1758,  0.0000,184.7250,256 
  0.2188,  0.0000,184.9500,256 
  0.1680,  0.0000,185.1750,256 
  0.1641,  0.0000,185.4000,256 
  0.2656,  0.0000,185.6250,256 
  0.2578,  0.0000,185.8500,256 
  0.2773,  0.0000,186.0750,256 
  0.3203,  0.0000,186.3000,256 
  0.2344,  0.0000,186.5250,256 
  0.2383,  0.0000,186.7500,256 
  0.2852,  0.0000,186.9750,256 
  0.1953,  0.0000,187.2000,256 
  0.1523,  0.0000,187.4250,256 
  0.1719,  0.0000,187.6500,256 
  0.1719,  0.0000,187.8750,256 
  0.1406,  0.0000,188.1000,256 
  0.1484,  0.0000,188.3250,256 
  0.1875,  0.0000,188.5500,256 
  0.1953,  0.0000,188.7750,256 
  0.2188,  0.0000,189.0000,256 
  0.2109,  0.0000,189.2250,256 
  0.2227,  0.0000,189.4500,256 
  0.1914,  0.0000,189.6750,256 
  0.2188,  0.0000,189.9000,256 
  0.1875,  0.0000,190.1250,256 
  0.2305,  0.0000,190.3500,256 
  0.1875,  0.0000,190.5750,256 
  0.2070,  0.0000,190.8000,256 
  0.1758,  0.0000,191.0250,256 
  0.1758,  0.0000,191.2500,256 
  0.1641,  0.0000,191.4750,256 
  0.1523,  0.0000,191.7000,256 
  0.1953,  0.0000,191.9250,256 
  0.1875,  0.0000,192.1500,256 
  0.2305,  0.0000,192.3750,256 
  0.1992,  0.0000,192.6000,256 
  0.2188,  0.0000,192.8250,256 
  0.1680,  0.0000,193.0500,256 
  0.1914,  0.0000,193.2750,256 
  0.1836,  0.0000,193.5000,256 
  0.1719,  0.0000,193.7250,256 
  0.1992,  0.0000,193.9500,256 
  0.2813,  0.0000,194.1750,256 
  0.2344,  0.0000,194.4000,256 
  0.1875,  0.0000,194.6250,256 
  0.1875,  0.0000,194.8500,256 
  0.1836,  0.0000,195.0750,256 
  0.2227,  0.0000,195.3000,256 
  0.1914,  0.0000,195.5250,256 
  0.2461,  0.0000,195.7500,256 
  0.2578,  0.0000,195.9750,256 
  0.2461,  0.0000,196.2000,256 
  0.2266,  0.0000,196.4250,256 
  0.2227,  0.0000,196.6500,256 
  0.2617,  0.0000,196.8750,256 
  0.2109,  0.0000,197.1000,256 
  0.2539,  0.0000,197.3250,256 
  0.2188,  0.0000,197.5500,256 
  0.1953,  0.0000,197.7750,256 
  0.1836,  0.0000,198.0000,256 
  0.2305,  0.0000,198.2250,256 
  0.1836,  0.0000,198.4500,256 
  0.1953,  0.0000,198.6750,256 
  0.1758,  0.0000,198.9000,256 
  0.1563,  0.0000,199.1250,256 
  0.2891,  0.0000,199.3500,256 
  0.3594,  0.0000,199.5750,256 
  0.3477,  0.0000,199.8000,256 
  0.6328,  0.0000,200.0250,256 
  0.8516,  0.0000,200.2500,256 
  0.0039,  0.0000,200.4750,256 
  1.0469,  0.0000,200.7000,256 
  1.0977,  0.0000,200.9250,256 
  1.1172,  0.0000,201.1500,256 
  1.1289,  0.0000,201.3750,256 
  1.1563,  0.0000,201.6000,256 
  1.1797,  0.0000,201.8250,256 
  1.2070,  0.0000,202.0500,256 
  1.2109,  0.0000,202.2750,256 
  1.2188,  0.0000,202.5000,256 
  1.2227,  0.0000,202.7250,256 
  1.2305,  0.0000,202.9500,256 
  1.2305,  0.0000,203.1750,256 
  1.2578,  0.0000,203.4000,256 
  1.2305,  0.0000,203.6250,256 
  1.2305,  0.0000,203.8500,256 
  1.2500,  0.0000,204.0750,256 
  1.2305,  0.0000,204.3000,256 
  1.2578,  0.0000,204.5250,256 
  1.2578,  0.0000,204.7500,256 
  1.2773,  0.0000,204.9750,256 
  1.2773,  0.0000,205.2000,256 
  1.2773,  0.0000,205.4250,256 
  1.2500,  0.0000,205.6500,256 
  1.2734,  0.0000,205.8750,256 
  1.2500,  0.0000,206.1000,256 
  1.2734,  0.0000,206.3250,256 
  1.2500,  0.0000,206.5500,256 
  1.2734,  0.0000,206.7750,256 
  1.2734,  0.0000,207.0000,256 
  1.2734,  0.0000,207.2250,256 
  1.2500,  0.0000,207.4500,256 
  1.2734,  0.0000,207.6750,256 
  1.2734,  0.0000,207.9000,256 
  1.2969,  0.0000,208.1250,256 
  1.2461,  0.0000,208.3500,256 
  1.2969,  0.0000,208.5750,256 
  1.3242,  0.0000,208.8000,256 
  1.2734,  0.0000,209.0250,256 
  1.3008,  0.0000,209.2500,256 
  1.2734,  0.0000,209.4750,256 
  1.2734,  0.0000,209.7000,256 
  1.2734,  0.0000,209.9250,256 
  1.2969,  0.0000,210.1500,256 
  1.2734,  0.0000,210.3750,256 
  1.2969,  0.0000,210.6000,256 
  1.2969,  0.0000,210.8250,256 
  1.3203,  0.0000,211.0500,256 
  1.3203,  0.0000,211.2750,256 
  1.2969,  0.0000,211.5000,256 
  1.3164,  0.0000,211.7250,256 
  1.3164,  0.0000,211.9500,256 
  1.2930,  0.0000,212.1750,256 
  1.3164,  0.0000,212.4000,256 
  1.2930,  0.0000,212.6250,256 
  1.3164,  0.0000,212.8500,256 
  1.3164,  0.0000,213.0750,256 
  1.3125,  0.0000,213.3000,256 
  1.2617,  0.0000,213.5250,256 
  1.3203,  0.0000,213.7500,256 
  1.2891,  0.0000,213.9750,256 
  1.2617,  0.0000,214.2000,256 
  1.2773,  0.0000,214.4250,256 
  1.2109,  0.0000,214.6500,256 
  1.4766,  0.0000,214.8750,256 
  1.7852,  0.0000,215.1000,256 
  1.8789,  0.0000,215.3250,256 
  1.5977,  0.0000,215.5500,256 
  1.3906,  0.0000,215.7750,256 
  1.1289,  0.0000,216.0000,256 
  1.1836,  0.0000,216.2250,256 
  1.1172,  0.0000,216.4500,256 
  1.2227,  0.0000,216.6750,256 
  0.7500,  0.0000,216.9000,256 
  0.7930,  0.0000,217.1250,256 
  0.7773,  0.0000,217.3500,256 
  0.8164,  0.0000,217.5750,256 
  0.8164,  0.0000,217.8000,256 
  0.8984,  0.0000,218.0250,256 
  0.8594,  0.0000,218.2500,256 
  0.9570,  0.0000,218.4750,256 
  1.1289,  0.0000,218.7000,256 
  1.1094,  0.0000,218.9250,256 
  1.0313,  0.0000,219.1500,256 
  1.0508,  0.0000,219.3750,256 
  0.9180,  0.0000,219.6000,256 
  0.8945,  0.0000,219.8250,256 
  0.9531,  0.0000,220.0500,256 
  0.8477,  0.0000,220.2750,256 
  0.8398,  0.0000,220.5000,256 
  0.8242,  0.0000,220.7250,256 
  0.8398,  0.0000,220.9500,256 
  0.7461,  0.0000,221.1750,256 
  0.7891,  0.0000,221.4000,256 
  0.8008,  0.0000,221.6250,256 
  0.7461,  0.0000,221.8500,256 
  0.7617,  0.0000,222.0750,256 
  0.7266,  0.0000,222.3000,256 
  0.6875,  0.0000,222.5250,256 
  0.7227,  0.0000,222.7500,256 
  0.6055,  0.0000,222.9750,256 
  0.6484,  0.0000,223.2000,256 
  0.6289,  0.0000,223.4250,256 
  0.6328,  0.0000,223.6500,256 
  0.5859,  0.0000,223.8750,256 
  0.5938,  0.0000,224.1000,256 
  0.6484,  0.0000,224.3250,256 
  0.5938,  0.0000,224.5500,256 
  0.5859,  0.0000,224.7750,256 
  0.5391,  0.0000,225.0000,256 
  0.5234,  0.0000,225.2250,256 
  0.5430,  0.0000,225.4500,256 
  0.5938,  0.0000,225.6750,256 
  0.5430,  0.0000,225.9000,256 
  0.5430,  0.0000,226.1250,256 
  0.4688,  0.0000,226.3500,256 
  0.5352,  0.0000,226.5750,256 
  0.5234,  0.0000,226.8000,256 
  0.5625,  0.0000,227.0250,256 
  0.5117,  0.0000,227.2500,256 
  0.5547,  0.0000,227.4750,256 
  0.4453,  0.0000,227.7000,256 
  0.5234,  0.0000,227.9250,256 
  0.4844,  0.0000,228.1500,256 
  0.5313,  0.0000,228.3750,256 
  0.4297,  0.0000,228.6000,256 
  0.5234,  0.0000,228.8250,256 
  0.4688,  0.0000,229.0500,256 
  0.4844,  0.0000,229.2750,256 
  0.4609,  0.0000,229.5000,256 
  0.5234,  0.0000,229.7250,256 
  0.5313,  0.0000,229.9500,256 
  0.5313,  0.0000,230.1750,256 
  0.5508,  0.0000,230.4000,256 
  0.5547,  0.0000,230.6250,256 
  0.5742,  0.0000,230.8500,256 
  0.5313,  0.0000,231.0750,256 
  0.4961,  0.0000,231.3000,256 
  0.4961,  0.0000,231.5250,256 
  0.5313,  0.0000,231.7500,256 
  0.6094,  0.0000,231.9750,256 
  0.5313,  0.0000,232.2000,256 
  0.5430,  0.0000,232.4250,256 
  0.5313,  0.0000,232.6500,256 
  0.5352,  0.0000,232.8750,256 
  0.5859,  0.0000,233.1000,256 
  0.6133,  0.0000,233.3250,256 
  0.5859,  0.0000,233.5500,256 
  0.5352,  0.0000,233.7750,256 
  0.5859,  0.0000,234.0000,256 
  0.6289,  0.0000,234.2250,256 
  0.6289,  0.0000,234.4500,256 
  0.6094,  0.0000,234.6750,256 
  0.6055,  0.0000,234.9000,256 
  0.5078,  0.0000,235.1250,256 
  0.4844,  0.0000,235.3500,256 
  0.5313,  0.0000,235.5750,256 
  0.4531,  0.0000,235.8000,256 
  0.4531,  0.0000,236.0250,256 
  0.4219,  0.0000,236.2500,256 
  0.4883,  0.0000,236.4750,256 
  0.4297,  0.0000,236.7000,256 
  0.4375,  0.0000,236.9250,256 
  0.4258,  0.0000,237.1500,256 
  0.4180,  0.0000,237.3750,256 
  0.4023,  0.0000,237.6000,256 
  0.3789,  0.0000,237.8250,256 
  0.4023,  0.0000,238.0500,256 
  0.3398,  0.0000,238.2750,256 
  0.3633,  0.0000,238.5000,256 
  0.3711,  0.0000,238.7250,256 
  0.3750,  0.0000,238.9500,256 
  0.3359,  0.0000,239.1750,256 
  0.3984,  0.0000,239.4000,256 
  0.3359,  0.0000,239.6250,256 
  0.3594,  0.0000,239.8500,256 
  0.3281,  0.0000,240.0750,256 
  0.3242,  0.0000,240.3000,256 
  0.3398,  0.0000,240.5250,256 
  0.2852,  0.0000,240.7500,256 
  0.2578,  0.0000,240.9750,256 
  0.2734,  0.0000,241.2000,256 
  0.2930,  0.0000,241.4250,256 
  0.2930,  0.0000,241.6500,256 
  0.2539,  0.0000,241.8750,256 
  0.2656,  0.0000,242.1000,256 
  0.2695,  0.0000,242.3250,256 
  0.2695,  0.0000,242.5500,256 
  0.2695,  0.0000,242.7750,256 
  0.2656,  0.0000,243.0000,256 
  0.2891,  0.0000,243.2250,256 
  0.2695,  0.0000,243.4500,256 
  0.2813,  0.0000,243.6750,256 
  0.2461,  0.0000,243.9000,256 
  0.2461,  0.0000,244.1250,256 
  0.2344,  0.0000,244.3500,256 
  0.2422,  0.0000,244.5750,256 
  0.2813,  0.0000,244.8000,256 
  0.2656,  0.0000,245.0250,256 
  0.2422,  0.0000,245.2500,256 
  0.2813,  0.0000,245.4750,256 
  0.2539,  0.0000,245.7000,256 
  0.3164,  0.0000,245.9250,256 
  0.2930,  0.0000,246.1500,256 
  0.2930,  0.0000,246.3750,256 
  0.2734,  0.0000,246.6000,256 
  0.3125,  0.0000,246.8250,256 
  0.2969,  0.0000,247.0500,256 
  0.3164,  0.0000,247.2750,256 
  0.3281,  0.0000,247.5000,256 
  0.3125,  0.0000,247.7250,256 
  0.2969,  0.0000,247.9500,256 
  0.3047,  0.0000,248.1750,256 
  0.3359,  0.0000,248.4000,256 
  0.3008,  0.0000,248.6250,256 
  0.3516,  0.0000,248.8500,256 
  0.3086,  0.0000,249.0750,256 
  0.3867,  0.0000,249.3000,256 
  0.4219,  0.0000,249.5250,256 
  0.4531,  0.0000,249.7500,256 
  0.4492,  0.0000,249.9750,256 
  0.3477,  0.0000,250.2000,256 
  0.4258,  0.0000,250.4250,256 
  0.4375,  0.0000,250.6500,256 
  0.3945,  0.0000,250.8750,256 
  0.5000,  0.0000,251.1000,256 
  0.4453,  0.0000,251.3250,256 
  0.5000,  0.0000,251.5500,256 
  0.4414,  0.0000,251.7750,256 
  0.4453,  0.0000,252.0000,256 
  0.4844,  0.0000,252.2250,256 
  0.4180,  0.0000,252.4500,256 
  0.4453,  0.0000,252.6750,256 
  0.4531,  0.0000,252.9000,256 
  0.4492,  0.0000,253.1250,256 
  0.4375,  0.0000,253.3500,256 
  0.4063,  0.0000,253.5750,256 
  0.3594,  0.0000,253.8000,256 
  0.3281,  0.0000,254.0250,256 
  0.2578,  0.0000,254.2500,256 
  0.3477,  0.0000,254.4750,256 
  0.3477,  0.0000,254.7000,256 
  0.3164,  0.0000,254.9250,256 
  0.3086,  0.0000,255.1500,256 
  0.3438,  0.0000,255.3750,256 
  0.3750,  0.0000,255.6000,256 
  0.3633,  0.0000,255.8250,256 
  0.3594,  0.0000,256.0500,256 
  0.3828,  0.0000,256.2750,256 
  0.3750,  0.0000,256.5000,256 
  0.3711,  0.0000,256.7250,256 
  0.3828,  0.0000,256.9500,256 
  0.3672,  0.0000,257.1750,256 
  0.4453,  0.0000,257.4000,256 
  0.3984,  0.0000,257.6250,256 
  0.3906,  0.0000,257.8500,256 
  0.3789,  0.0000,258.0750,256 
  0.3789,  0.0000,258.3000,256 
  0.3477,  0.0000,258.5250,256 
  0.3828,  0.0000,258.7500,256 
  0.4180,  0.0000,258.9750,256 
  0.8125,  0.0000,259.2000,256 
  0.8242,  0.0000,259.4250,256 
  0.8125,  0.0000,259.6500,256 
  1.2891,  0.0000,259.8750,256 
  1.8594,  0.0000,260.1000,256 
  2.2773,  0.0000,260.3250,256 
  2.3945,  0.0000,260.5500,256 
  2.3945,  0.0000,260.7750,256 
  2.3945,  0.0000,261.0000,256 
  2.4844,  0.0000,261.2250,256 
  2.4844,  0.0000,261.4500,256 
  2.6172,  0.0000,261.6750,256 
  2.6289,  0.0000,261.9000,256 
  2.4141,  0.0000,262.1250,256 
  2.2930,  0.0000,262.3500,256 
  2.2031,  0.0000,262.5750,256 
  2.1914,  0.0000,262.8000,256 
  2.2148,  0.0000,263.0250,256 
  2.2109,  0.0000,263.2500,256 
  2.2852,  0.0000,263.4750,256 
  2.3516,  0.0000,263.7000,256 
  2.3477,  0.0000,263.9250,256 
  2.3516,  0.0000,264.1500,256 
  2.3594,  0.0000,264.3750,256 
  2.3438,  0.0000,264.6000,256 
  2.3438,  0.0000,264.8250,256 
  2.3711,  0.0000,265.0500,256 
  2.3633,  0.0000,265.2750,256 
  2.3945,  0.0000,265.5000,256 
  2.4883,  0.0000,265.7250,256 
  2.5156,  0.0000,265.9500,256 
  2.5234,  0.0000,266.1750,256 
  2.5781,  0.0000,266.4000,256 
  2.5742,  0.0000,266.6250,256 
  2.5469,  0.0000,266.8500,256 
  2.5469,  0.0000,267.0750,256 
  2.5313,  0.0000,267.3000,256 
  2.6172,  0.0000,267.5250,256 
  2.6836,  0.0000,267.7500,256 
  2.6836,  0.0000,267.9750,256 
  2.6641,  0.0000,268.2000,256 
  2.6641,  0.0000,268.4250,256 
  2.6680,  0.0000,268.6500,256 
  2.6836,  0.0000,268.8750,256 
  2.6680,  0.0000,269.1000,256 
  2.6875,  0.0000,269.3250,256 
  2.6680,  0.0000,269.5500,256 
  2.6680,  0.0000,269.7750,256 
  2.6719,  0.0000,270.0000,256 
  2.6680,  0.0000,270.2250,256 
  2.6680,  0.0000,270.4500,256 
  2.6680,  0.0000,270.6750,256 
  2.6680,  0.0000,270.9000,256 
  2.6680,  0.0000,271.1250,256 
  2.6680,  0.0000,271.3500,256 
  2.6680,  0.0000,271.5750,256 
  2.6680,  0.0000,271.8000,256 
  2.6680,  0.0000,272.0250,256 
  2.6680,  0.0000,272.2500,256 
  2.6680,  0.0000,272.4750,256 
  2.6719,  0.0000,272.7000,256 
  2.6719,  0.0000,272.9250,256 
  2.6719,  0.0000,273.1500,256 
  2.6719,  0.0000,273.3750,256 
  2.6680,  0.0000,273.6000,256 
  2.6484,  0.0000,273.8250,256 
  2.6680,  0.0000,274.0500,256 
  2.6719,  0.0000,274.2750,256 
  2.6680,  0.0000,274.5000,256 
  2.6875,  0.0000,274.7250,256 
  2.6680,  0.0000,274.9500,256 
  2.6719,  0.0000,275.1750,256 
  2.6680,  0.0000,275.4000,256 
  2.6680,  0.0000,275.6250,256 
  2.6680,  0.0000,275.8500,256 
  2.6680,  0.0000,276.0750,256 
  2.6680,  0.0000,276.3000,256 
  2.6875,  0.0000,276.5250,256 
  2.6875,  0.0000,276.7500,256 
  2.6680,  0.0000,276.9750,256 
  2.6719,  0.0000,277.2000,256 
  2.6680,  0.0000,277.4250,256 
  2.6680,  0.0000,277.6500,256 
  2.6680,  0.0000,277.8750,256 
  2.6680,  0.0000,278.1000,256 
  2.6680,  0.0000,278.3250,256 
  2.6836,  0.0000,278.5500,256 
  2.6875,  0.0000,278.7750,256 
  2.6836,  0.0000,279.0000,256 
  2.6836,  0.0000,279.2250,256 
  2.6641,  0.0000,279.4500,256 
  2.6836,  0.0000,279.6750,256 
  2.6641,  0.0000,279.9000,256 
  2.6836,  0.0000,280.1250,256 
  2.6836,  0.0000,280.3500,256 
  2.6836,  0.0000,280.5750,256 
  2.6836,  0.0000,280.8000,256 
  2.6836,  0.0000,281.0250,256 
  2.6836,  0.0000,281.2500,256 
  2.6836,  0.0000,281.4750,256 
  2.6641,  0.0000,281.7000,256 
  2.6992,  0.0000,281.9250,256 
  2.6758,  0.0000,282.1500,256 
  2.6758,  0.0000,282.3750,256 
  2.6836,  0.0000,282.6000,256 
  2.6992,  0.0000,282.8250,256 
  2.6992,  0.0000,283.0500,256 
  2.6758,  0.0000,283.2750,256 
  2.6992,  0.0000,283.5000,256 
  2.6836,  0.0000,283.7250,256 
  2.7070,  0.0000,283.9500,256 
  2.6992,  0.0000,284.1750,256 
  2.6992,  0.0000,284.4000,256 
  2.6992,  0.0000,284.6250,256 
  2.6992,  0.0000,284.8500,256 
  2.6992,  0.0000,285.0750,256 
  2.6992,  0.0000,285.3000,256 
  2.7227,  0.0000,285.5250,256 
  2.6992,  0.0000,285.7500,256 
  2.7227,  0.0000,285.9750,256 
  2.6992,  0.0000,286.2000,256 
  2.7227,  0.0000,286.4250,256 
  2.7227,  0.0000,286.6500,256 
  2.7227,  0.0000,286.8750,256 
  2.6992,  0.0000,287.1000,256 
  2.7227,  0.0000,287.3250,256 
  2.7227,  0.0000,287.5500,256 
  2.7461,  0.0000,287.7750,256 
  2.7461,  0.0000,288.0000,256 
  2.7227,  0.0000,288.2250,256 
  2.7656,  0.0000,288.4500,256 
  2.7461,  0.0000,288.6750,256 
  2.7422,  0.0000,288.9000,256 
  2.7461,  0.0000,289.1250,256 
  2.7461,  0.0000,289.3500,256 
  2.7656,  0.0000,289.5750,256 
  2.7422,  0.0000,289.8000,256 
  2.7695,  0.0000,290.0250,256 
  2.7461,  0.0000,290.2500,256 
  2.7695,  0.0000,290.4750,256 
  2.7539,  0.0000,290.7000,256 
  2.7539,  0.0000,290.9250,256 
  2.7695,  0.0000,291.1500,256 
  2.7695,  0.0000,291.3750,256 
  2.7891,  0.0000,291.6000,256 
  2.7891,  0.0000,291.8250,256 
  2.7852,  0.0000,292.0500,256 
  2.8125,  0.0000,292.2750,256 
  2.7695,  0.0000,292.5000,256 
  2.7891,  0.0000,292.7250,256 
  2.8086,  0.0000,292.9500,256 
  2.8555,  0.0000,293.1750,256 
  2.8555,  0.0000,293.4000,256 
  2.8594,  0.0000,293.6250,256 
  2.8359,  0.0000,293.8500,256 
  2.8789,  0.0000,294.0750,256 
  2.8555,  0.0000,294.3000,256 
  2.8789,  0.0000,294.5250,256 
  2.8828,  0.0000,294.7500,256 
  2.8789,  0.0000,294.9750,256 
  2.9180,  0.0000,295.2000,256 
  2.9023,  0.0000,295.4250,256 
  2.8789,  0.0000,295.6500,256 
  2.8789,  0.0000,295.8750,256 
  2.9023,  0.0000,296.1000,256 
  2.9219,  0.0000,296.3250,256 
  2.9219,  0.0000,296.5500,256 
  2.9219,  0.0000,296.7750,256 
  2.9219,  0.0000,297.0000,256 
  2.9180,  0.0000,297.2250,256 
  2.9219,  0.0000,297.4500,256 
  2.9453,  0.0000,297.6750,256 
  2.9453,  0.0000,297.9000,256 
  2.9453,  0.0000,298.1250,256 
  2.9648,  0.0000,298.3500,256 
  2.9453,  0.0000,298.5750,256 
  2.9453,  0.0000,298.8000,256 
  2.9688,  0.0000,299.0250,256 
  2.9648,  0.0000,299.2500,256 
  2.9648,  0.0000,299.4750,256 
  2.9648,  0.0000,299.7000,256 
  2.9922,  0.0000,299.9250,256 
  2.9883,  0.0000,300.1500,256 
  2.9883,  0.0000,300.3750,256 
  2.9922,  0.0000,300.6000,256 
  3.9883,  0.0000,300.8250,256 
  3.0117,  0.0000,301.0500,256 
  2.0117,  0.0000,301.2750,256 
  3.9922,  0.0000,301.5000,256 
  3.0156,  0.0000,301.7250,256 
  3.0313,  0.0000,301.9500,256 
  3.0313,  0.0000,302.1750,256 
  3.0352,  0.0000,302.4000,256 
  3.0547,  0.0000,302.6250,256 
  3.0313,  0.0000,302.8500,256 
  3.0352,  0.0000,303.0750,256 
  3.0586,  0.0000,303.3000,256 
  3.0859,  0.0000,303.5250,256 
  3.0781,  0.0000,303.7500,256 
  3.0273,  0.0000,303.9750,256 
  3.0195,  0.0000,304.2000,256 
  3.0195,  0.0000,304.4250,256 
  2.0000,  0.0000,304.6500,256 
  3.9766,  0.0000,304.8750,256 
  2.9766,  0.0000,305.1000,256 
  2.9258,  0.0000,305.3250,256 
  2.9492,  0.0000,305.5500,256 
  2.9297,  0.0000,305.7750,256 
  2.8828,  0.0000,306.0000,256 
  2.9063,  0.0000,306.2250,256 
  2.9023,  0.0000,306.4500,256 
  2.8828,  0.0000,306.6750,256 
  2.8164,  0.0000,306.9000,256 
  2.8164,  0.0000,307.1250,256 
  2.7891,  0.0000,307.3500,256 
  2.7500,  0.0000,307.5750,256 
