Range,Azimuth,Polar
  0.7266,  0.2250,100.3500,256 
  0.7266,  0.2250,100.5750,256 
  0.7500,  0.2250,100.8000,256 
  0.7500,  0.2250,101.0250,256 
  0.7266,  0.2250,101.2500,256 
  0.7500,  0.2250,101.4750,256 
  0.7500,  0.2250,101.7000,256 
  0.7500,  0.2250,101.9250,256 
  0.7500,  0.2250,102.1500,256 
  0.7266,  0.2250,102.3750,256 
  0.7461,  0.2250,102.6000,256 
  0.7461,  0.2250,102.8250,256 
  0.7227,  0.2250,103.0500,256 
  0.7461,  0.2250,103.2750,256 
  0.7422,  0.2250,103.5000,256 
  0.7461,  0.2250,103.7250,256 
  0.7461,  0.2250,103.9500,256 
  0.7461,  0.2250,104.1750,256 
  0.7461,  0.2250,104.4000,256 
  0.7461,  0.2250,104.6250,256 
  0.7422,  0.2250,104.8500,256 
  0.7617,  0.2250,105.0750,256 
  0.7422,  0.2250,105.3000,256 
  0.7422,  0.2250,105.5250,256 
  0.7422,  0.2250,105.7500,256 
  0.7461,  0.2250,105.9750,256 
  0.7461,  0.2250,106.2000,256 
  0.7422,  0.2250,106.4250,256 
  0.7422,  0.2250,106.6500,256 
  0.7422,  0.2250,106.8750,256 
  0.7617,  0.2250,107.1000,256 
  0.7500,  0.2250,107.3250,256 
  0.7422,  0.2250,107.5500,256 
  0.7422,  0.2250,107.7750,256 
  0.7422,  0.2250,108.0000,256 
  0.7422,  0.2250,108.2250,256 
  0.7617,  0.2250,108.4500,256 
  0.7422,  0.2250,108.6750,256 
  0.7617,  0.2250,108.9000,256 
  0.7617,  0.2250,109.1250,256 
  0.7617,  0.2250,109.3500,256 
  0.7422,  0.2250,109.5750,256 
  0.7617,  0.2250,109.8000,256 
  0.7617,  0.2250,110.0250,256 
  0.7500,  0.2250,110.2500,256 
  0.7617,  0.2250,110.4750,256 
  0.7969,  0.2250,110.7000,256 
  0.7500,  0.2250,110.9250,256 
  0.7305,  0.2250,111.1500,256 
  0.7500,  0.2250,111.3750,256 
  0.7500,  0.2250,111.6000,256 
  0.7617,  0.2250,111.8250,256 
  0.7969,  0.2250,112.0500,256 
  0.7734,  0.2250,112.2750,256 
  0.7500,  0.2250,112.5000,256 
  0.7734,  0.2250,112.7250,256 
  0.7852,  0.2250,112.9500,256 
  0.7969,  0.2250,113.1750,256 
  0.7969,  0.2250,113.4000,256 
  0.7969,  0.2250,113.6250,256 
  0.7734,  0.2250,113.8500,256 
  0.8203,  0.2250,114.0750,256 
  0.7969,  0.2250,114.3000,256 
  0.7969,  0.2250,114.5250,256 
  0.8125,  0.2250,114.7500,256 
  0.7969,  0.2250,114.9750,256 
  0.7891,  0.2250,115.2000,256 
  0.8125,  0.2250,115.4250,256 
  0.8125,  0.2250,115.6500,256 
  0.7969,  0.2250,115.8750,256 
  0.8125,  0.2250,116.1000,256 
  0.7891,  0.2250,116.3250,256 
  0.7891,  0.2250,116.5500,256 
  0.8125,  0.2250,116.7750,256 
  0.8008,  0.2250,117.0000,256 
  0.8125,  0.2250,117.2250,256 
  0.8125,  0.2250,117.4500,256 
  0.7891,  0.2250,117.6750,256 
  0.8125,  0.2250,117.9000,256 
  0.8008,  0.2250,118.1250,256 
  0.8125,  0.2250,118.3500,256 
  0.8242,  0.2250,118.5750,256 
  0.8125,  0.2250,118.8000,256 
  0.8008,  0.2250,119.0250,256 
  0.8125,  0.2250,119.2500,256 
  0.8242,  0.2250,119.4750,256 
  0.8125,  0.2250,119.7000,256 
  0.8242,  0.2250,119.9250,256 
  0.7891,  0.2250,120.1500,256 
  0.8242,  0.2250,120.3750,256 
  0.8242,  0.2250,120.6000,256 
  0.8242,  0.2250,120.8250,256 
  0.8008,  0.2250,121.0500,256 
  0.8477,  0.2250,121.2750,256 
  0.8477,  0.2250,121.5000,256 
  0.8164,  0.2250,121.7250,256 
  0.8477,  0.2250,121.9500,256 
  0.8398,  0.2250,122.1750,256 
217.0000,  0.2250,122.4000,256 
217.0000,  0.2250,122.6250,256 
217.0000,  0.2250,122.8500,256 
215.0000,  0.2250,123.0750,256 
215.0000,  0.2250,123.3000,256 
220.0000,  0.2250,123.5250,256 
215.0000,  0.2250,123.7500,256 
217.0000,  0.2250,123.9750,256 
215.0000,  0.2250,124.2000,256 
215.0000,  0.2250,124.4250,256 
220.0000,  0.2250,124.6500,256 
220.0000,  0.2250,124.8750,256 
220.0000,  0.2250,125.1000,256 
217.0000,  0.2250,125.3250,256 
225.0000,  0.2250,125.5500,256 
227.0000,  0.2250,125.7750,256 
225.0000,  0.2250,126.0000,256 
226.0000,  0.2250,126.2250,256 
226.0000,  0.2250,126.4500,256 
226.0000,  0.2250,126.6750,256 
209.0000,  0.2250,126.9000,256 
192.0000,  0.2250,127.1250,256 
189.0000,  0.2250,127.3500,256 
189.0000,  0.2250,127.5750,256 
177.0000,  0.2250,127.8000,256 
152.0000,  0.2250,128.0250,256 
140.0000,  0.2250,128.2500,256 
130.0000,  0.2250,128.4750,256 
118.0000,  0.2250,128.7000,256 
124.0000,  0.2250,128.9250,256 
118.0000,  0.2250,129.1500,256 
124.0000,  0.2250,129.3750,256 
118.0000,  0.2250,129.6000,256 
118.0000,  0.2250,129.8250,256 
118.0000,  0.2250,130.0500,256 
118.0000,  0.2250,130.2750,256 
124.0000,  0.2250,130.5000,256 
118.0000,  0.2250,130.7250,256 
118.0000,  0.2250,130.9500,256 
118.0000,  0.2250,131.1750,256 
118.0000,  0.2250,131.4000,256 
118.0000,  0.2250,131.6250,256 
124.0000,  0.2250,131.8500,256 
112.0000,  0.2250,132.0750,256 
118.0000,  0.2250,132.3000,256 
118.0000,  0.2250,132.5250,256 
124.0000,  0.2250,132.7500,256 
118.0000,  0.2250,132.9750,256 
  0.4609,  0.2250,133.2000,256 
  0.4609,  0.2250,133.4250,256 
  0.4375,  0.2250,133.6500,256 
  0.4609,  0.2250,133.8750,256 
  0.4375,  0.2250,134.1000,256 
  0.4375,  0.2250,134.3250,256 
  0.4375,  0.2250,134.5500,256 
  0.4609,  0.2250,134.7750,256 
  0.4609,  0.2250,135.0000,256 
  0.4609,  0.2250,135.2250,256 
  0.4375,  0.2250,135.4500,256 
  0.4375,  0.2250,135.6750,256 
  0.4844,  0.2250,135.9000,256 
  0.4375,  0.2250,136.1250,256 
  0.4609,  0.2250,136.3500,256 
  0.4609,  0.2250,136.5750,256 
  0.4609,  0.2250,136.8000,256 
  0.4609,  0.2250,137.0250,256 
  0.4375,  0.2250,137.2500,256 
  0.4609,  0.2250,137.4750,256 
  0.4609,  0.2250,137.7000,256 
  0.4375,  0.2250,137.9250,256 
  0.4609,  0.2250,138.1500,256 
  0.4609,  0.2250,138.3750,256 
  0.4375,  0.2250,138.6000,256 
  0.4609,  0.2250,138.8250,256 
  0.4375,  0.2250,139.0500,256 
  0.4609,  0.2250,139.2750,256 
  0.4414,  0.2250,139.5000,256 
  0.4375,  0.2250,139.7250,256 
  0.4414,  0.2250,139.9500,256 
  0.4375,  0.2250,140.1750,256 
  0.4414,  0.2250,140.4000,256 
  0.4414,  0.2250,140.6250,256 
  0.4414,  0.2250,140.8500,256 
  0.4609,  0.2250,141.0750,256 
  0.4414,  0.2250,141.3000,256 
  0.4180,  0.2250,141.5250,256 
  0.4414,  0.2250,141.7500,256 
  0.4414,  0.2250,141.9750,256 
  0.4609,  0.2250,142.2000,256 
  0.4609,  0.2250,142.4250,256 
  0.4414,  0.2250,142.6500,256 
  0.4414,  0.2250,142.8750,256 
  0.4375,  0.2250,143.1000,256 
  0.4180,  0.2250,143.3250,256 
  0.4414,  0.2250,143.5500,256 
  0.4375,  0.2250,143.7750,256 
  0.4141,  0.2250,144.0000,256 
  0.4375,  0.2250,144.2250,256 
  0.4141,  0.2250,144.4500,256 
  0.4102,  0.2250,144.6750,256 
  0.4141,  0.2250,144.9000,256 
  0.4141,  0.2250,145.1250,256 
  0.4063,  0.2250,145.3500,256 
  0.4063,  0.2250,145.5750,256 
  0.3789,  0.2250,145.8000,256 
  0.3477,  0.2250,146.0250,256 
  0.3438,  0.2250,146.2500,256 
  0.3359,  0.2250,146.4750,256 
  0.3555,  0.2250,146.7000,256 
  0.3359,  0.2250,146.9250,256 
  0.3008,  0.2250,147.1500,256 
  0.3164,  0.2250,147.3750,256 
  0.3555,  0.2250,147.6000,256 
  0.4141,  0.2250,147.8250,256 
  0.4141,  0.2250,148.0500,256 
  0.3711,  0.2250,148.2750,256 
  0.3789,  0.2250,148.5000,256 
  0.4258,  0.2250,148.7250,256 
  0.4180,  0.2250,148.9500,256 
  0.4258,  0.2250,149.1750,256 
  0.4844,  0.2250,149.4000,256 
  0.6797,  0.2250,149.6250,256 
  0.6758,  0.2250,149.8500,256 
  0.7539,  0.2250,150.0750,256 
  0.8086,  0.2250,150.3000,256 
  0.9609,  0.2250,150.5250,256 
  0.9688,  0.2250,150.7500,256 
  1.0313,  0.2250,150.9750,256 
  1.0391,  0.2250,151.2000,256 
  1.0156,  0.2250,151.4250,256 
  1.0547,  0.2250,151.6500,256 
  1.0430,  0.2250,151.8750,256 
  0.9336,  0.2250,152.1000,256 
  0.7695,  0.2250,152.3250,256 
  0.7266,  0.2250,152.5500,256 
  0.6523,  0.2250,152.7750,256 
  0.4727,  0.2250,153.0000,256 
  0.3438,  0.2250,153.2250,256 
  0.3125,  0.2250,153.4500,256 
  0.2227,  0.2250,153.6750,256 
  0.2188,  0.2250,153.9000,256 
  0.1758,  0.2250,154.1250,256 
  0.1719,  0.2250,154.3500,256 
  0.1953,  0.2250,154.5750,256 
  0.1719,  0.2250,154.8000,256 
  0.1992,  0.2250,155.0250,256 
  0.2227,  0.2250,155.2500,256 
  0.2656,  0.2250,155.4750,256 
  0.2148,  0.2250,155.7000,256 
  0.2383,  0.2250,155.9250,256 
  0.1914,  0.2250,156.1500,256 
  0.2578,  0.2250,156.3750,256 
  0.2148,  0.2250,156.6000,256 
  0.2500,  0.2250,156.8250,256 
  0.2148,  0.2250,157.0500,256 
  0.2148,  0.2250,157.2750,256 
  0.2109,  0.2250,157.5000,256 
  0.2031,  0.2250,157.7250,256 
  0.2227,  0.2250,157.9500,256 
  0.1797,  0.2250,158.1750,256 
  0.2109,  0.2250,158.4000,256 
  0.1875,  0.2250,158.6250,256 
  0.1953,  0.2250,158.8500,256 
  0.1875,  0.2250,159.0750,256 
  0.1875,  0.2250,159.3000,256 
  0.1875,  0.2250,159.5250,256 
  0.1953,  0.2250,159.7500,256 
  0.2422,  0.2250,159.9750,256 
  0.2227,  0.2250,160.2000,256 
  0.2070,  0.2250,160.4250,256 
  0.2031,  0.2250,160.6500,256 
  0.1953,  0.2250,160.8750,256 
  0.1836,  0.2250,161.1000,256 
  0.2070,  0.2250,161.3250,256 
  0.2109,  0.2250,161.5500,256 
  0.2109,  0.2250,161.7750,256 
  0.1875,  0.2250,162.0000,256 
  0.1953,  0.2250,162.2250,256 
  0.2461,  0.2250,162.4500,256 
  0.1953,  0.2250,162.6750,256 
  0.2031,  0.2250,162.9000,256 
  0.2344,  0.2250,163.1250,256 
  0.2383,  0.2250,163.3500,256 
  0.1914,  0.2250,163.5750,256 
  0.1992,  0.2250,163.8000,256 
  0.1992,  0.2250,164.0250,256 
  0.1680,  0.2250,164.2500,256 
  0.1914,  0.2250,164.4750,256 
  0.1328,  0.2250,164.7000,256 
  0.1680,  0.2250,164.9250,256 
  0.1953,  0.2250,165.1500,256 
  0.1758,  0.2250,165.3750,256 
  0.2070,  0.2250,165.6000,256 
  0.1406,  0.2250,165.8250,256 
  0.1328,  0.2250,166.0500,256 
  0.1875,  0.2250,166.2750,256 
  0.1484,  0.2250,166.5000,256 
  0.1719,  0.2250,166.7250,256 
  0.1484,  0.2250,166.9500,256 
  0.1719,  0.2250,167.1750,256 
  0.1641,  0.2250,167.4000,256 
  0.1406,  0.2250,167.6250,256 
  0.1758,  0.2250,167.8500,256 
  0.1992,  0.2250,168.0750,256 
  0.1758,  0.2250,168.3000,256 
  0.1523,  0.2250,168.5250,256 
  0.1758,  0.2250,168.7500,256 
  0.1523,  0.2250,168.9750,256 
  0.2148,  0.2250,169.2000,256 
  0.1914,  0.2250,169.4250,256 
  0.1914,  0.2250,169.6500,256 
  0.2383,  0.2250,169.8750,256 
  0.1992,  0.2250,170.1000,256 
  0.1992,  0.2250,170.3250,256 
  0.1992,  0.2250,170.5500,256 
  0.2148,  0.2250,170.7750,256 
  0.1680,  0.2250,171.0000,256 
  0.1563,  0.2250,171.2250,256 
  0.1875,  0.2250,171.4500,256 
  0.1953,  0.2250,171.6750,256 
  0.1875,  0.2250,171.9000,256 
  0.1484,  0.2250,172.1250,256 
  0.1133,  0.2250,172.3500,256 
  0.1367,  0.2250,172.5750,256 
  0.1719,  0.2250,172.8000,256 
  0.1875,  0.2250,173.0250,256 
  0.1875,  0.2250,173.2500,256 
  0.1367,  0.2250,173.4750,256 
  0.1328,  0.2250,173.7000,256 
  0.1563,  0.2250,173.9250,256 
  0.1406,  0.2250,174.1500,256 
  0.1367,  0.2250,174.3750,256 
  0.1484,  0.2250,174.6000,256 
  0.1719,  0.2250,174.8250,256 
  0.1484,  0.2250,175.0500,256 
  0.1563,  0.2250,175.2750,256 
  0.1641,  0.2250,175.5000,256 
  0.1523,  0.2250,175.7250,256 
  0.1406,  0.2250,175.9500,256 
  0.1758,  0.2250,176.1750,256 
  0.2070,  0.2250,176.4000,256 
  0.2070,  0.2250,176.6250,256 
  0.1836,  0.2250,176.8500,256 
  0.1836,  0.2250,177.0750,256 
  0.1914,  0.2250,177.3000,256 
  0.1914,  0.2250,177.5250,256 
  0.1953,  0.2250,177.7500,256 
  0.2188,  0.2250,177.9750,256 
  0.2031,  0.2250,178.2000,256 
  0.2031,  0.2250,178.4250,256 
  0.2227,  0.2250,178.6500,256 
  0.2227,  0.2250,178.8750,256 
  0.2188,  0.2250,179.1000,256 
  0.2188,  0.2250,179.3250,256 
  0.1953,  0.2250,179.5500,256 
  0.2461,  0.2250,179.7750,256 
  0.1914,  0.2250,180.0000,256 
  0.2188,  0.2250,180.2250,256 
  0.2188,  0.2250,180.4500,256 
  0.1602,  0.2250,180.6750,256 
  0.1758,  0.2250,180.9000,256 
  0.1836,  0.2250,181.1250,256 
  0.1758,  0.2250,181.3500,256 
  0.1523,  0.2250,181.5750,256 
  0.2031,  0.2250,181.8000,256 
  0.1797,  0.2250,182.0250,256 
  0.1914,  0.2250,182.2500,256 
  0.1914,  0.2250,182.4750,256 
  0.1953,  0.2250,182.7000,256 
  0.1523,  0.2250,182.9250,256 
  0.1563,  0.2250,183.1500,256 
  0.1484,  0.2250,183.3750,256 
  0.1719,  0.2250,183.6000,256 
  0.2070,  0.2250,183.8250,256 
  0.2070,  0.2250,184.0500,256 
  0.2383,  0.2250,184.2750,256 
  0.1602,  0.2250,184.5000,256 
  0.1563,  0.2250,184.7250,256 
  0.1563,  0.2250,184.9500,256 
  0.1367,  0.2250,185.1750,256 
  0.1641,  0.2250,185.4000,256 
  0.3242,  0.2250,185.6250,256 
  0.3047,  0.2250,185.8500,256 
  0.2969,  0.2250,186.0750,256 
  0.2930,  0.2250,186.3000,256 
  0.2773,  0.2250,186.5250,256 
  0.2070,  0.2250,186.7500,256 
  0.2266,  0.2250,186.9750,256 
 52.0000,  0.2250,187.2000,256 
 50.0000,  0.2250,187.4250,256 
 44.0000,  0.2250,187.6500,256 
 60.0000,  0.2250,187.8750,256 
 47.0000,  0.2250,188.1000,256 
 43.0000,  0.2250,188.3250,256 
 52.0000,  0.2250,188.5500,256 
 53.0000,  0.2250,188.7750,256 
 50.0000,  0.2250,189.0000,256 
 61.0000,  0.2250,189.2250,256 
 58.0000,  0.2250,189.4500,256 
 55.0000,  0.2250,189.6750,256 
 69.0000,  0.2250,189.9000,256 
 48.0000,  0.2250,190.1250,256 
 45.0000,  0.2250,190.3500,256 
 56.0000,  0.2250,190.5750,256 
 51.0000,  0.2250,190.8000,256 
 53.0000,  0.2250,191.0250,256 
 39.0000,  0.2250,191.2500,256 
 39.0000,  0.2250,191.4750,256 
 51.0000,  0.2250,191.7000,256 
 38.0000,  0.2250,191.9250,256 
 56.0000,  0.2250,192.1500,256 
 42.0000,  0.2250,192.3750,256 
 51.0000,  0.2250,192.6000,256 
 56.0000,  0.2250,192.8250,256 
 66.0000,  0.2250,193.0500,256 
 55.0000,  0.2250,193.2750,256 
 57.0000,  0.2250,193.5000,256 
 61.0000,  0.2250,193.7250,256 
 51.0000,  0.2250,193.9500,256 
 57.0000,  0.2250,194.1750,256 
  0.1875,  0.2250,194.4000,256 
  0.1875,  0.2250,194.6250,256 
  0.2344,  0.2250,194.8500,256 
  0.2031,  0.2250,195.0750,256 
  0.2031,  0.2250,195.3000,256 
  0.2148,  0.2250,195.5250,256 
  0.2070,  0.2250,195.7500,256 
  0.2227,  0.2250,195.9750,256 
  0.2227,  0.2250,196.2000,256 
  0.1797,  0.2250,196.4250,256 
  0.2266,  0.2250,196.6500,256 
  0.2383,  0.2250,196.8750,256 
  0.2109,  0.2250,197.1000,256 
  0.2461,  0.2250,197.3250,256 
  0.2539,  0.2250,197.5500,256 
  0.2227,  0.2250,197.7750,256 
  0.2109,  0.2250,198.0000,256 
  0.1875,  0.2250,198.2250,256 
  0.1836,  0.2250,198.4500,256 
  0.2148,  0.2250,198.6750,256 
  0.1680,  0.2250,198.9000,256 
  0.2031,  0.2250,199.1250,256 
  0.2500,  0.2250,199.3500,256 
  0.3008,  0.2250,199.5750,256 
  0.4023,  0.2250,199.8000,256 
  0.6836,  0.2250,200.0250,256 
  0.8008,  0.2250,200.2500,256 
  0.9805,  0.2250,200.4750,256 
  1.0391,  0.2250,200.7000,256 
  1.0742,  0.2250,200.9250,256 
  1.1172,  0.2250,201.1500,256 
  1.1289,  0.2250,201.3750,256 
  1.2031,  0.2250,201.6000,256 
  1.1797,  0.2250,201.8250,256 
  1.1836,  0.2250,202.0500,256 
  1.2109,  0.2250,202.2750,256 
  1.1914,  0.2250,202.5000,256 
  1.2227,  0.2250,202.7250,256 
  1.2500,  0.2250,202.9500,256 
  1.2578,  0.2250,203.1750,256 
  1.2305,  0.2250,203.4000,256 
  1.2500,  0.2250,203.6250,256 
  1.2305,  0.2250,203.8500,256 
  1.2734,  0.2250,204.0750,256 
  1.2500,  0.2250,204.3000,256 
  1.2578,  0.2250,204.5250,256 
  1.2500,  0.2250,204.7500,256 
  1.2500,  0.2250,204.9750,256 
  1.2773,  0.2250,205.2000,256 
  1.2500,  0.2250,205.4250,256 
  1.2500,  0.2250,205.6500,256 
  1.2734,  0.2250,205.8750,256 
  1.2734,  0.2250,206.1000,256 
  1.2500,  0.2250,206.3250,256 
  1.2773,  0.2250,206.5500,256 
  1.3008,  0.2250,206.7750,256 
  1.2734,  0.2250,207.0000,256 
  1.2734,  0.2250,207.2250,256 
  1.3008,  0.2250,207.4500,256 
  1.2734,  0.2250,207.6750,256 
  1.2734,  0.2250,207.9000,256 
  1.2734,  0.2250,208.1250,256 
  1.2734,  0.2250,208.3500,256 
  1.2969,  0.2250,208.5750,256 
  1.3008,  0.2250,208.8000,256 
  1.3008,  0.2250,209.0250,256 
  1.3008,  0.2250,209.2500,256 
  1.2734,  0.2250,209.4750,256 
  1.2734,  0.2250,209.7000,256 
  1.2969,  0.2250,209.9250,256 
  1.2734,  0.2250,210.1500,256 
  1.2969,  0.2250,210.3750,256 
  1.2930,  0.2250,210.6000,256 
  1.3203,  0.2250,210.8250,256 
  1.3164,  0.2250,211.0500,256 
  1.2891,  0.2250,211.2750,256 
  1.2422,  0.2250,211.5000,256 
  1.2539,  0.2250,211.7250,256 
  1.1953,  0.2250,211.9500,256 
  1.0781,  0.2250,212.1750,256 
  0.9180,  0.2250,212.4000,256 
  0.8828,  0.2250,212.6250,256 
  0.8516,  0.2250,212.8500,256 
  0.7891,  0.2250,213.0750,256 
  0.6875,  0.2250,213.3000,256 
  0.7031,  0.2250,213.5250,256 
  0.7188,  0.2250,213.7500,256 
  0.7109,  0.2250,213.9750,256 
  0.6875,  0.2250,214.2000,256 
  0.7188,  0.2250,214.4250,256 
  0.7031,  0.2250,214.6500,256 
  0.6719,  0.2250,214.8750,256 
  0.6758,  0.2250,215.1000,256 
  0.7070,  0.2250,215.3250,256 
  0.7383,  0.2250,215.5500,256 
  0.6953,  0.2250,215.7750,256 
  0.7266,  0.2250,216.0000,256 
  0.6953,  0.2250,216.2250,256 
  0.7383,  0.2250,216.4500,256 
  0.6875,  0.2250,216.6750,256 
  0.6250,  0.2250,216.9000,256 
  0.6094,  0.2250,217.1250,256 
  0.6289,  0.2250,217.3500,256 
  0.6563,  0.2250,217.5750,256 
  0.6094,  0.2250,217.8000,256 
  0.6328,  0.2250,218.0250,256 
  0.6523,  0.2250,218.2500,256 
  0.6484,  0.2250,218.4750,256 
  0.6563,  0.2250,218.7000,256 
  0.6523,  0.2250,218.9250,256 
  0.6094,  0.2250,219.1500,256 
  0.5625,  0.2250,219.3750,256 
  0.5703,  0.2250,219.6000,256 
  0.5625,  0.2250,219.8250,256 
  0.5469,  0.2250,220.0500,256 
  0.5586,  0.2250,220.2750,256 
  0.6211,  0.2250,220.5000,256 
  0.6563,  0.2250,220.7250,256 
  0.5469,  0.2250,220.9500,256 
  0.6172,  0.2250,221.1750,256 
  0.5859,  0.2250,221.4000,256 
  0.5859,  0.2250,221.6250,256 
  0.6172,  0.2250,221.8500,256 
  0.5859,  0.2250,222.0750,256 
  0.6484,  0.2250,222.3000,256 
  0.5898,  0.2250,222.5250,256 
  0.6172,  0.2250,222.7500,256 
  0.5547,  0.2250,222.9750,256 
  0.5859,  0.2250,223.2000,256 
  0.5703,  0.2250,223.4250,256 
  0.5703,  0.2250,223.6500,256 
  0.5703,  0.2250,223.8750,256 
  0.6016,  0.2250,224.1000,256 
  0.5781,  0.2250,224.3250,256 
  0.5820,  0.2250,224.5500,256 
  0.5938,  0.2250,224.7750,256 
  0.5938,  0.2250,225.0000,256 
  0.5742,  0.2250,225.2250,256 
  0.5938,  0.2250,225.4500,256 
  0.6055,  0.2250,225.6750,256 
  0.6094,  0.2250,225.9000,256 
  0.6094,  0.2250,226.1250,256 
  0.6406,  0.2250,226.3500,256 
  0.6328,  0.2250,226.5750,256 
  0.6523,  0.2250,226.8000,256 
  0.6250,  0.2250,227.0250,256 
  0.6250,  0.2250,227.2500,256 
  0.6406,  0.2250,227.4750,256 
  0.6172,  0.2250,227.7000,256 
  0.6563,  0.2250,227.9250,256 
  0.6719,  0.2250,228.1500,256 
  0.6328,  0.2250,228.3750,256 
  0.6641,  0.2250,228.6000,256 
  0.6250,  0.2250,228.8250,256 
  0.6836,  0.2250,229.0500,256 
  0.6875,  0.2250,229.2750,256 
  0.6875,  0.2250,229.5000,256 
  0.7031,  0.2250,229.7250,256 
  0.7109,  0.2250,229.9500,256 
  0.7188,  0.2250,230.1750,256 
  0.6953,  0.2250,230.4000,256 
  0.7383,  0.2250,230.6250,256 
  0.7070,  0.2250,230.8500,256 
  0.7266,  0.2250,231.0750,256 
  0.7031,  0.2250,231.3000,256 
  0.7305,  0.2250,231.5250,256 
  0.7383,  0.2250,231.7500,256 
  0.7148,  0.2250,231.9750,256 
  0.6953,  0.2250,232.2000,256 
  0.6836,  0.2250,232.4250,256 
  0.6992,  0.2250,232.6500,256 
  0.6641,  0.2250,232.8750,256 
  0.6992,  0.2250,233.1000,256 
  0.7070,  0.2250,233.3250,256 
  0.6992,  0.2250,233.5500,256 
  0.7227,  0.2250,233.7750,256 
  0.7227,  0.2250,234.0000,256 
  0.6680,  0.2250,234.2250,256 
  0.7148,  0.2250,234.4500,256 
  0.6992,  0.2250,234.6750,256 
  0.7266,  0.2250,234.9000,256 
  0.7422,  0.2250,235.1250,256 
  0.7422,  0.2250,235.3500,256 
  0.7578,  0.2250,235.5750,256 
  0.7383,  0.2250,235.8000,256 
  0.7266,  0.2250,236.0250,256 
  0.7500,  0.2250,236.2500,256 
  0.7461,  0.2250,236.4750,256 
  0.7148,  0.2250,236.7000,256 
  0.7891,  0.2250,236.9250,256 
  0.7578,  0.2250,237.1500,256 
  0.7813,  0.2250,237.3750,256 
  0.7969,  0.2250,237.6000,256 
  0.7422,  0.2250,237.8250,256 
  0.7813,  0.2250,238.0500,256 
  0.7539,  0.2250,238.2750,256 
  0.7578,  0.2250,238.5000,256 
  0.7344,  0.2250,238.7250,256 
  0.7734,  0.2250,238.9500,256 
  0.7305,  0.2250,239.1750,256 
  0.7383,  0.2250,239.4000,256 
  0.7578,  0.2250,239.6250,256 
  0.7813,  0.2250,239.8500,256 
  0.7500,  0.2250,240.0750,256 
  0.7930,  0.2250,240.3000,256 
  0.7891,  0.2250,240.5250,256 
  0.7813,  0.2250,240.7500,256 
  0.7656,  0.2250,240.9750,256 
  0.7773,  0.2250,241.2000,256 
  0.7773,  0.2250,241.4250,256 
  0.7813,  0.2250,241.6500,256 
  0.8398,  0.2250,241.8750,256 
  0.7813,  0.2250,242.1000,256 
  0.7383,  0.2250,242.3250,256 
  0.7578,  0.2250,242.5500,256 
  0.7617,  0.2250,242.7750,256 
  0.7617,  0.2250,243.0000,256 
  0.7578,  0.2250,243.2250,256 
  0.7266,  0.2250,243.4500,256 
  0.7578,  0.2250,243.6750,256 
  0.7695,  0.2250,243.9000,256 
  0.7695,  0.2250,244.1250,256 
  0.7734,  0.2250,244.3500,256 
  0.7305,  0.2250,244.5750,256 
  0.8008,  0.2250,244.8000,256 
  0.7891,  0.2250,245.0250,256 
  0.7656,  0.2250,245.2500,256 
  0.7695,  0.2250,245.4750,256 
  0.7813,  0.2250,245.7000,256 
  0.7930,  0.2250,245.9250,256 
  0.8320,  0.2250,246.1500,256 
  0.7656,  0.2250,246.3750,256 
  0.7813,  0.2250,246.6000,256 
  0.8125,  0.2250,246.8250,256 
  0.7734,  0.2250,247.0500,256 
  0.7930,  0.2250,247.2750,256 
  0.7930,  0.2250,247.5000,256 
  0.8164,  0.2250,247.7250,256 
  0.8438,  0.2250,247.9500,256 
  0.7930,  0.2250,248.1750,256 
  0.7930,  0.2250,248.4000,256 
  0.8047,  0.2250,248.6250,256 
  0.7813,  0.2250,248.8500,256 
  0.8281,  0.2250,249.0750,256 
  0.7539,  0.2250,249.3000,256 
  0.7852,  0.2250,249.5250,256 
  0.7930,  0.2250,249.7500,256 
  0.7813,  0.2250,249.9750,256 
  0.7383,  0.2250,250.2000,256 
  0.7656,  0.2250,250.4250,256 
  0.7109,  0.2250,250.6500,256 
  0.7070,  0.2250,250.8750,256 
  0.6914,  0.2250,251.1000,256 
  0.7070,  0.2250,251.3250,256 
  0.6914,  0.2250,251.5500,256 
  0.7227,  0.2250,251.7750,256 
  0.7070,  0.2250,252.0000,256 
  0.6641,  0.2250,252.2250,256 
  0.6523,  0.2250,252.4500,256 
  0.6836,  0.2250,252.6750,256 
  0.7070,  0.2250,252.9000,256 
  0.6992,  0.2250,253.1250,256 
  0.6914,  0.2250,253.3500,256 
  0.7422,  0.2250,253.5750,256 
  0.6914,  0.2250,253.8000,256 
  0.6914,  0.2250,254.0250,256 
  0.7227,  0.2250,254.2500,256 
  0.6797,  0.2250,254.4750,256 
  0.6992,  0.2250,254.7000,256 
  0.6875,  0.2250,254.9250,256 
  0.6680,  0.2250,255.1500,256 
  0.6875,  0.2250,255.3750,256 
  0.7031,  0.2250,255.6000,256 
  0.7109,  0.2250,255.8250,256 
  0.6484,  0.2250,256.0500,256 
  0.6445,  0.2250,256.2750,256 
  0.6250,  0.2250,256.5000,256 
  0.6680,  0.2250,256.7250,256 
  0.6016,  0.2250,256.9500,256 
  0.6680,  0.2250,257.1750,256 
  0.6680,  0.2250,257.4000,256 
  0.6484,  0.2250,257.6250,256 
  0.6484,  0.2250,257.8500,256 
