x,y,z,i
0.07501876,0.0,-0.15466674,128.0
0.089604594,0.0,-0.18660122,128.0
0.08887117,0.0,-0.18695164,128.0
0.074851975,0.0,-0.1590686,128.0
0.084106795,0.0,-0.18057323,128.0
0.09323554,0.0,-0.20224348,128.0
0.082685955,0.0,-0.18122825,128.0
0.098063886,0.0,-0.21718739,128.0
0.089255564,0.0,-0.19976707,128.0
0.07739138,0.0,-0.1750558,128.0
0.086080864,0.0,-0.19679718,128.0
0.08220959,0.0,-0.18997523,128.0
0.081462964,0.0,-0.19029658,128.0
0.09596121,0.0,-0.22662006,128.0
0.09205734,0.0,-0.21980067,128.0
0.082200415,0.0,-0.19844931,128.0
0.08884986,0.0,-0.21690796,128.0
0.07039043,0.0,-0.17378561,128.0
0.090043426,0.0,-0.22484,128.0
0.06902336,0.0,-0.1743331,128.0
0.08116759,0.0,-0.20738156,128.0
0.070466325,0.0,-0.1821444,128.0
0.07953633,0.0,-0.20801266,128.0
0.062140882,0.0,-0.16445105,128.0
0.05740197,0.0,-0.15373297,128.0
0.0635471,0.0,-0.17225191,128.0
0.070883006,0.0,-0.19448549,128.0
0.07143983,0.0,-0.19843175,128.0
0.069353394,0.0,-0.19503617,128.0
0.059541427,0.0,-0.16954914,128.0
0.060152907,0.0,-0.17346638,128.0
0.074662924,0.0,-0.21807268,128.0
0.06753012,0.0,-0.19979613,128.0
0.06924517,0.0,-0.20755371,128.0
0.0696493,0.0,-0.2115284,128.0
0.060351025,0.0,-0.18574134,128.0
0.057239935,0.0,-0.17854926,128.0
0.06359436,0.0,-0.20108347,128.0
0.06515677,0.0,-0.20887326,128.0
0.06201311,0.0,-0.20157674,128.0
0.04876783,0.0,-0.16076598,128.0
0.0705137,0.0,-0.23578173,128.0
0.06958724,0.0,-0.23605682,128.0
0.050134707,0.0,-0.17256477,128.0
0.056970112,0.0,-0.19900605,128.0
0.053012323,0.0,-0.1879675,128.0
0.046010554,0.0,-0.16562802,128.0
0.06391006,0.0,-0.2336158,128.0
0.03453905,0.0,-0.12822984,128.0
0.034035232,0.0,-0.12836449,128.0
0.037469752,0.0,-0.1435917,128.0
0.03690558,0.0,-0.14373773,128.0
0.04591582,0.0,-0.18179105,128.0
0.041440804,0.0,-0.16683006,128.0
0.02225518,0.0,-0.09112161,128.0
0.034643292,0.0,-0.14429969,128.0
0.04036809,0.0,-0.17110248,128.0
0.034389533,0.0,-0.1483666,128.0
0.03120954,0.0,-0.1370924,128.0
0.03834962,0.0,-0.17156614,128.0
0.035168134,0.0,-0.16028729,128.0
0.03205485,0.0,-0.14888847,128.0
0.03146992,0.0,-0.1490132,128.0
0.030884504,0.0,-0.14913563,128.0
0.026419308,0.0,-0.13014553,128.0
0.03201432,0.0,-0.16094688,128.0
0.035856992,0.0,-0.18403947,128.0
0.040999025,0.0,-0.21492444,128.0
0.035126194,0.0,-0.18814918,128.0
0.042813208,0.0,-0.23442252,128.0
0.039835434,0.0,-0.22307107,128.0
0.04298227,0.0,-0.24627733,128.0
0.038082227,0.0,-0.22337705,128.0
0.036564406,0.0,-0.2196778,128.0
0.026932433,0.0,-0.16582716,128.0
0.03360212,0.0,-0.21215546,128.0
0.032173764,0.0,-0.20843141,128.0
0.028455898,0.0,-0.18927288,128.0
0.031679597,0.0,-0.21649444,128.0
0.026419017,0.0,-0.18562943,128.0
0.020332627,0.0,-0.14700049,128.0
0.024960246,0.0,-0.1858312,128.0
0.018673481,0.0,-0.14328836,128.0
0.02007838,0.0,-0.15893678,128.0
0.019927723,0.0,-0.16288553,128.0
0.020663068,0.0,-0.17458142,128.0
0.020863695,0.0,-0.1824107,128.0
0.015428671,0.0,-0.1397509,128.0
0.014054244,0.0,-0.13205422,128.0
0.013138088,0.0,-0.12822871,128.0
0.013398938,0.0,-0.13604176,128.0
0.013965665,0.0,-0.14774139,128.0
0.014097981,0.0,-0.15566288,128.0
0.01348655,0.0,-0.15571705,128.0
0.015445041,0.0,-0.18686278,128.0
0.013793099,0.0,-0.17525807,128.0
0.012232598,0.0,-0.16364345,128.0
0.009930179,0.0,-0.1402489,128.0
0.01224781,0.0,-0.18319102,128.0
0.011528372,0.0,-0.1832377,128.0
0.010349476,0.0,-0.17549509,128.0
0.010517452,0.0,-0.19111082,128.0
0.010562979,0.0,-0.20673032,128.0
0.009016162,0.0,-0.19118753,128.0
0.008433764,0.0,-0.1951178,128.0
0.007973653,0.0,-0.20294341,128.0
0.0071766376,0.0,-0.20297316,128.0
0.0069952123,0.0,-0.2225901,128.0
0.0049391263,0.0,-0.17963211,128.0
0.004785021,0.0,-0.20304362,128.0
0.004372406,0.0,-0.22265707,128.0
0.003436743,0.0,-0.21877299,128.0
0.0023008012,0.0,-0.19528645,128.0
0.0015338503,0.0,-0.19529398,128.0
6.597584E-4,0.0,-0.1679987,128.0
-1.673272E-8,-0.0,-0.1914,128.0
-6.597477E-4,-0.0,-0.1679987,128.0
-0.0015032084,-0.0,-0.1913941,128.0
-0.0018872828,-0.0,-0.16018888,128.0
-0.002761321,-0.0,-0.1757783,128.0
-0.0039110035,-0.0,-0.1991616,128.0
-0.003588167,-0.0,-0.15225773,128.0
-0.0049391147,-0.0,-0.17963211,128.0
-0.005889536,-0.0,-0.18740748,128.0
-0.0063497755,-0.0,-0.17958778,128.0
-0.006748739,-0.0,-0.17176747,128.0
-0.0067495923,-0.0,-0.15615419,128.0
-0.0075464323,-0.0,-0.16002215,128.0
-0.006577615,-0.0,-0.12873207,128.0
-0.009874525,-0.0,-0.17942849,128.0
-0.006899643,-0.0,-0.116996735,128.0
-0.01226301,-0.0,-0.19491462,128.0
-0.01459596,-0.0,-0.2183126,128.0
-0.015728656,-0.0,-0.22214387,128.0
-0.015721224,-0.0,-0.21031322,128.0
-0.015935019,-0.0,-0.20247391,128.0
-0.014481259,-0.0,-0.17520255,128.0
-0.01887943,-0.0,-0.21798395,128.0
-0.015153291,-0.0,-0.1673152,128.0
-0.0154431565,-0.0,-0.16337173,128.0
-0.026033323,-0.0,-0.26432106,128.0
-0.026276158,-0.0,-0.25645742,128.0
-0.029346686,-0.0,-0.27574274,128.0
-0.035147943,-0.0,-0.3183657,128.0
-0.026636425,-0.0,-0.23288165,128.0
-0.028009137,-0.0,-0.2366482,128.0
-0.03463366,-0.0,-0.28308928,128.0
-0.02447756,-0.0,-0.19376001,128.0
-0.01968149,-0.0,-0.15102294,128.0
-0.022883542,-0.0,-0.17037006,128.0
-0.023552405,-0.0,-0.17027888,128.0
-0.019810732,-0.0,-0.13919732,128.0
-0.021486517,-0.0,-0.14683627,128.0
-0.027876064,-0.0,-0.18541622,128.0
-0.029793901,-0.0,-0.19301403,128.0
-0.03422784,-0.0,-0.2161062,128.0
-0.033809807,-0.0,-0.20817229,128.0
-0.03656439,-0.0,-0.2196778,128.0
-0.03216653,-0.0,-0.1886777,128.0
-0.037618067,-0.0,-0.21554191,128.0
-0.032961786,-0.0,-0.18457998,128.0
-0.041411836,-0.0,-0.22674944,128.0
-0.034410447,-0.0,-0.18431541,128.0
-0.038787916,-0.0,-0.20333347,128.0
-0.033619504,-0.0,-0.1725554,128.0
-0.034296867,-0.0,-0.17242205,128.0
-0.03264614,-0.0,-0.1608199,128.0
-0.030884497,-0.0,-0.14913563,128.0
-0.040355045,-0.0,-0.19108522,128.0
-0.03946344,-0.0,-0.18329999,128.0
-0.049398247,-0.0,-0.22514454,128.0
-0.04345417,-0.0,-0.19440262,128.0
-0.04856789,-0.0,-0.2133415,128.0
-0.037934605,-0.0,-0.16366114,128.0
-0.043950234,-0.0,-0.18628564,128.0
-0.04286056,-0.0,-0.1785271,128.0
-0.040785376,-0.0,-0.1669915,128.0
-0.048022144,-0.0,-0.1933249,128.0
-0.06888596,-0.0,-0.27273506,128.0
-0.0582929,-0.0,-0.2270359,128.0
-0.047342163,-0.0,-0.18142483,128.0
-0.048054293,-0.0,-0.18123752,128.0
-0.047751267,-0.0,-0.17728163,128.0
-0.05876452,-0.0,-0.21480693,128.0
-0.05122989,-0.0,-0.18441655,128.0
-0.06680149,-0.0,-0.23686023,128.0
-0.07095117,-0.0,-0.24784426,128.0
-0.0686597,-0.0,-0.23632827,128.0
-0.064073406,-0.0,-0.21735263,128.0
-0.063809015,-0.0,-0.21336283,128.0
-0.07596749,-0.0,-0.2504313,128.0
-0.062013097,-0.0,-0.20157674,128.0
-0.07560924,-0.0,-0.2423808,128.0
-0.0659765,-0.0,-0.20861576,128.0
-0.059621148,-0.0,-0.18597691,128.0
-0.056735516,-0.0,-0.17461397,128.0
-0.07208873,-0.0,-0.21893711,128.0
-0.058105163,-0.0,-0.17416298,128.0
-0.06253499,-0.0,-0.18501747,128.0
-0.056944676,-0.0,-0.16632181,128.0
-0.051208593,-0.0,-0.14767317,128.0
-0.095789775,-0.0,-0.27276936,128.0
-0.12041355,-0.0,-0.33862802,128.0
-0.11777917,-0.0,-0.32714424,128.0
-0.21668963,-0.0,-0.59454304,128.0
-0.29475328,-0.0,-0.7989637,128.0
-0.0013642147,-0.0,-0.003653617,128.0
-0.3700528,-0.0,-0.9793164,128.0
-0.3920387,-0.0,-1.0253053,128.0
-0.40309763,-0.0,-1.0419444,128.0
-0.41145077,-0.0,-1.0512486,128.0
-0.4256624,-0.0,-1.0751005,128.0
-0.43858054,-0.0,-1.0951434,128.0
-0.45312658,-0.0,-1.1187159,128.0
-0.45899433,-0.0,-1.1205369,128.0
-0.46641454,-0.0,-1.1260242,128.0
-0.47233945,-0.0,-1.1277813,128.0
-0.479806,-0.0,-1.1331003,128.0
-0.48425198,-0.0,-1.1312073,128.0
-0.49953234,-0.0,-1.1543518,128.0
-0.49312145,-0.0,-1.1273693,128.0
-0.4975448,-0.0,-1.1254241,128.0
-0.5099152,-0.0,-1.1412654,128.0
-0.5063684,-0.0,-1.1214817,128.0
-0.52210027,-0.0,-1.1443217,128.0
-0.5265902,-0.0,-1.1422625,128.0
-0.53930515,-0.0,-1.1578624,128.0
-0.5438479,-0.0,-1.1557356,128.0
-0.5483823,-0.0,-1.153591,128.0
-0.5410905,-0.0,-1.126819,128.0
-0.55572355,-0.0,-1.1457394,128.0
-0.549924,-0.0,-1.1225344,128.0
-0.5647049,-0.0,-1.1413394,128.0
-0.55872333,-0.0,-1.1181808,128.0
-0.5736512,-0.0,-1.1368693,128.0
-0.5781115,-0.0,-1.1346077,128.0
-0.5825626,-0.0,-1.1323286,128.0
-0.5762178,-0.0,-1.109267,128.0
-0.5914379,-0.0,-1.1277183,128.0
-0.59586155,-0.0,-1.1253872,128.0
-0.6113545,-0.0,-1.1437637,128.0
-0.59171855,-0.0,-1.0966468,128.0
-0.6203184,-0.0,-1.138927,128.0
-0.63793826,-0.0,-1.1604053,128.0
-0.61784226,-0.0,-1.1134714,128.0
-0.63559854,-0.0,-1.1349428,128.0
-0.62656856,-0.0,-1.1085843,128.0
-0.63091683,-0.0,-1.1061155,128.0
-0.63525593,-0.0,-1.1036291,128.0
-0.651388,-0.0,-1.1214471,128.0
-0.64390415,-0.0,-1.0986059,128.0
-0.6601759,-0.0,-1.1162963,128.0
-0.6645542,-0.0,-1.1136954,128.0
-0.6809922,-0.0,-1.131124,128.0
-0.68542856,-0.0,-1.1284413,128.0
-0.67762846,-0.0,-1.1057891,128.0
-0.6922196,-0.0,-1.1197058,128.0
-0.69661105,-0.0,-1.116979,128.0
-0.68853164,-0.0,-1.0944282,128.0
-0.70536226,-0.0,-1.1114734,128.0
-0.6971059,-0.0,-1.0889869,128.0
-0.71407014,-0.0,-1.1058991,128.0
-0.7184072,-0.0,-1.1030867,128.0
-0.72059256,-0.0,-1.0969971,128.0
-0.6968377,-0.0,-1.0518099,128.0
-0.73351943,-0.0,-1.0977892,128.0
-0.72038937,-0.0,-1.0690267,128.0
-0.7091805,-0.0,-1.0435277,128.0
-0.7220922,-0.0,-1.0536025,128.0
-0.6884714,-0.0,-0.9961355,128.0
-0.84430194,-0.0,-1.2114049,128.0
-1.0264995,-0.0,-1.4605608,128.0
-1.0864055,-0.0,-1.5329672,128.0
-0.92892396,-0.0,-1.2999022,128.0
-0.8129498,-0.0,-1.1282202,128.0
-0.6635507,-0.0,-0.9132994,128.0
-0.69945765,-0.0,-0.954813,128.0
-0.66375196,-0.0,-0.89864856,128.0
-0.7302885,-0.0,-0.98064977,128.0
-0.4503151,-0.0,-0.5997636,128.0
-0.47861978,-0.0,-0.63227534,128.0
-0.47157425,-0.0,-0.6179102,128.0
-0.49784017,-0.0,-0.64704263,128.0
-0.5003774,-0.0,-0.6450825,128.0
-0.55341905,-0.0,-0.7077075,128.0
-0.53204924,-0.0,-0.6749014,128.0
-0.59541976,-0.0,-0.74921584,128.0
-0.7058364,-0.0,-0.88102806,128.0
-0.697039,-0.0,-0.86307883,128.0
-0.65111405,-0.0,-0.7997688,128.0
-0.6666204,-0.0,-0.81227946,128.0
-0.5851553,-0.0,-0.70733106,128.0
-0.5728778,-0.0,-0.68697983,128.0
-0.6132779,-0.0,-0.729582,128.0
-0.54800147,-0.0,-0.6467532,128.0
-0.5454064,-0.0,-0.63858896,128.0
-0.5377321,-0.0,-0.62461966,128.0
-0.550405,-0.0,-0.6342857,128.0
-0.4912033,-0.0,-0.5615911,128.0
-0.52184117,-0.0,-0.5919127,128.0
-0.5319333,-0.0,-0.59860474,128.0
-0.49778515,-0.0,-0.5557654,128.0
-0.5104172,-0.0,-0.5653858,128.0
-0.48901084,-0.0,-0.537416,128.0
-0.46468934,-0.0,-0.5066755,128.0
-0.49056926,-0.0,-0.5306949,128.0
-0.4127568,-0.0,-0.44301474,128.0
-0.44386032,-0.0,-0.4726633,128.0
-0.4323086,-0.0,-0.45675424,128.0
-0.43679094,-0.0,-0.45787495,128.0
-0.40607983,-0.0,-0.42234814,128.0
-0.41323307,-0.0,-0.42642334,128.0
-0.45305488,-0.0,-0.4638576,128.0
-0.41656932,-0.0,-0.42316478,128.0
-0.41266373,-0.0,-0.4159176,128.0
-0.3812012,-0.0,-0.3812013,128.0
-0.3715503,-0.0,-0.3686434,128.0
-0.38696268,-0.0,-0.3809316,128.0
-0.42479733,-0.0,-0.41490442,128.0
-0.38994253,-0.0,-0.37788066,128.0
-0.39142346,-0.0,-0.37634644,128.0
-0.3392096,-0.0,-0.3235897,128.0
-0.38870227,-0.0,-0.36789888,128.0
-0.38154215,-0.0,-0.35829198,128.0
-0.4115538,-0.0,-0.38344458,128.0
-0.3757528,-0.0,-0.34734234,128.0
-0.40880424,-0.0,-0.37492824,128.0
-0.3293577,-0.0,-0.2996925,128.0
-0.38850322,-0.0,-0.35073182,128.0
-0.36082667,-0.0,-0.32318336,128.0
-0.39715117,-0.0,-0.35291734,128.0
-0.3223228,-0.0,-0.28416565,128.0
-0.39396435,-0.0,-0.34458622,128.0
-0.35407612,-0.0,-0.30725163,128.0
-0.36710238,-0.0,-0.3160367,128.0
-0.35047117,-0.0,-0.29933056,128.0
-0.39932826,-0.0,-0.33835557,128.0
-0.40670115,-0.0,-0.34186822,128.0
-0.40804058,-0.0,-0.34026837,128.0
-0.4243986,-0.0,-0.35109326,128.0
-0.4287889,-0.0,-0.35189798,128.0
-0.44528973,-0.0,-0.36252266,128.0
-0.41333497,-0.0,-0.33381715,128.0
-0.3871716,-0.0,-0.3101828,128.0
-0.38838664,-0.0,-0.3086601,128.0
-0.4172388,-0.0,-0.32892472,128.0
-0.48004997,-0.0,-0.37539357,128.0
-0.41980928,-0.0,-0.3256376,128.0
-0.43035778,-0.0,-0.3311211,128.0
-0.42235386,-0.0,-0.32233045,128.0
-0.426726,-0.0,-0.32302317,128.0
-0.46853533,-0.0,-0.3517861,128.0
-0.4918889,-0.0,-0.36630893,128.0
-0.47128376,-0.0,-0.34809542,128.0
-0.4317472,-0.0,-0.31628057,128.0
-0.47400296,-0.0,-0.34438348,128.0
-0.5102385,-0.0,-0.36765727,128.0
-0.5116782,-0.0,-0.36565086,128.0
-0.49720052,-0.0,-0.3523634,128.0
-0.49538955,-0.0,-0.3481658,128.0
-0.41659984,-0.0,-0.29035392,128.0
-0.39848715,-0.0,-0.27541128,128.0
-0.4382518,-0.0,-0.30035824,128.0
-0.3747503,-0.0,-0.2546799,128.0
-0.37574744,-0.0,-0.25320637,128.0
-0.35079697,-0.0,-0.23439516,128.0
-0.40706882,-0.0,-0.26968846,128.0
-0.35914636,-0.0,-0.23591518,128.0
-0.36660615,-0.0,-0.23875967,128.0
-0.3577118,-0.0,-0.23097168,128.0
-0.35204682,-0.0,-0.22535983,128.0
-0.33967316,-0.0,-0.21556303,128.0
-0.32071066,-0.0,-0.2017669,128.0
-0.34135562,-0.0,-0.21288878,128.0
-0.2890277,-0.0,-0.1786814,128.0
-0.30976412,-0.0,-0.18982379,128.0
-0.31717378,-0.0,-0.19265516,128.0
-0.32126904,-0.0,-0.19341977,128.0
-0.28844956,-0.0,-0.17212106,128.0
-0.3429196,-0.0,-0.20280218,128.0
-0.28979248,-0.0,-0.16985029,128.0
-0.31077805,-0.0,-0.18051414,128.0
-0.28435743,-0.0,-0.1636779,128.0
-0.2816103,-0.0,-0.16062775,128.0
-0.29581985,-0.0,-0.16719645,128.0
-0.24883583,-0.0,-0.13935483,128.0
-0.22542243,-0.0,-0.12508228,128.0
-0.23958223,-0.0,-0.13171151,128.0
-0.2573102,-0.0,-0.14014445,128.0
-0.25785854,-0.0,-0.13913298,128.0
-0.22391981,-0.0,-0.11968762,128.0
-0.23472819,-0.0,-0.12428209,128.0
-0.23866822,-0.0,-0.12517078,128.0
-0.2391579,-0.0,-0.124232635,128.0
-0.23964393,-0.0,-0.123292446,128.0
-0.23665132,-0.0,-0.12057992,128.0
-0.25810343,-0.0,-0.13023607,128.0
-0.24107975,-0.0,-0.12046078,128.0
-0.25212723,-0.0,-0.124745935,128.0
-0.22100456,-0.0,-0.108269066,128.0
-0.22142805,-0.0,-0.1074003,128.0
-0.2113011,-0.0,-0.10146527,128.0
-0.21874246,-0.0,-0.10398353,128.0
-0.25452784,-0.0,-0.119771756,128.0
-0.2407643,-0.0,-0.11214235,128.0
-0.21995226,-0.0,-0.10139943,128.0
-0.25592119,-0.0,-0.116764866,128.0
-0.23140527,-0.0,-0.10448352,128.0
-0.28887707,-0.0,-0.1290697,128.0
-0.2679799,-0.0,-0.118472725,128.0
-0.2684431,-0.0,-0.11741939,128.0
-0.25091413,-0.0,-0.10858028,128.0
-0.28728348,-0.0,-0.12298148,128.0
-0.27339903,-0.0,-0.11576957,128.0
-0.29183775,-0.0,-0.122228,128.0
-0.30312487,-0.0,-0.12555848,128.0
-0.28917974,-0.0,-0.11845386,128.0
-0.2751837,-0.0,-0.111460924,128.0
-0.28286022,-0.0,-0.11327918,128.0
-0.31231192,-0.0,-0.12365309,128.0
-0.28010947,-0.0,-0.1096327,128.0
-0.32791588,-0.0,-0.12686113,128.0
-0.28824747,-0.0,-0.1102151,128.0
-0.3617362,-0.0,-0.13668877,128.0
-0.3952464,-0.0,-0.1475802,128.0
-0.4250945,-0.0,-0.15682569,128.0
-0.42204285,-0.0,-0.15381958,128.0
-0.32714424,-0.0,-0.11777922,128.0
-0.40119037,-0.0,-0.1426602,128.0
-0.41278657,-0.0,-0.14496039,128.0
-0.372726,-0.0,-0.12925006,128.0
-0.47304267,-0.0,-0.16195877,128.0
-0.42185503,-0.0,-0.14258486,128.0
-0.4743001,-0.0,-0.15823855,128.0
-0.4192574,-0.0,-0.13804774,128.0
-0.42350546,-0.0,-0.13760531,128.0
-0.46127605,-0.0,-0.14787748,128.0
-0.39854383,-0.0,-0.12604292,128.0
-0.4250972,-0.0,-0.13260648,128.0
-0.4330698,-0.0,-0.13322972,128.0
-0.4298576,-0.0,-0.13039581,128.0
-0.41915688,-0.0,-0.12535453,128.0
-0.3897192,-0.0,-0.11488534,128.0
-0.34512955,-0.0,-0.10026944,128.0
-0.31542936,-0.0,-0.0902991,128.0
-0.24812096,-0.0,-0.06997737,128.0
-0.33501375,-0.0,-0.09306493,128.0
-0.33537662,-0.0,-0.091748685,128.0
-0.30551147,-0.0,-0.082290284,128.0
-0.2982928,-0.0,-0.07909093,128.0
-0.3326606,-0.0,-0.08680656,128.0
-0.3632187,-0.0,-0.09325874,128.0
-0.35223836,-0.0,-0.08896644,128.0
-0.3488,-0.0,-0.08664241,128.0
-0.3718694,-0.0,-0.09082403,128.0
-0.36463872,-0.0,-0.08754204,128.0
-0.3611839,-0.0,-0.08521381,128.0
-0.37291363,-0.0,-0.086436585,128.0
-0.3580393,-0.0,-0.08150895,128.0
-0.43457574,-0.0,-0.09713922,128.0
-0.38914356,-0.0,-0.0853807,128.0
-0.3818505,-0.0,-0.0822103,128.0
-0.37072292,-0.0,-0.07829247,128.0
-0.3710275,-0.0,-0.07683613,128.0
-0.34075,-0.0,-0.06917167,128.0
-0.37544462,-0.0,-0.074680604,128.0
-0.41028532,-0.0,-0.07993712,128.0
-0.79810846,-0.0,-0.15224698,128.0
-0.81020135,-0.0,-0.15125944,128.0
-0.7992795,-0.0,-0.14597441,128.0
-1.2690244,-0.0,-0.22661877,128.0
-1.8317124,-0.0,-0.31968507,128.0
-2.2449095,-0.0,-0.38272095,128.0
-2.362005,-0.0,-0.39314553,128.0
-2.3635304,-0.0,-0.3838675,128.0
-2.3650196,-0.0,-0.37458247,128.0
-2.4553204,-0.0,-0.37900624,128.0
-2.4567895,-0.0,-0.3693619,128.0
-2.5896215,-0.0,-0.37893975,128.0
-2.6026733,-0.0,-0.3704154,128.0
-2.3913333,-0.0,-0.33076105,128.0
-2.2725916,-0.0,-0.30524734,128.0
-2.1846268,-0.0,-0.2847024,128.0
-2.1741202,-0.0,-0.27465534,128.0
-2.1984086,-0.0,-0.2689576,128.0
-2.1955752,-0.0,-0.25986353,128.0
-2.2703974,-0.0,-0.2596822,128.0
-2.3373985,-0.0,-0.25805128,128.0
-2.3345158,-0.0,-0.2484582,128.0
-2.339353,-0.0,-0.23968561,128.0
-2.348039,-0.0,-0.23126227,128.0
-2.333398,-0.0,-0.22057115,128.0
-2.3342464,-0.0,-0.21140566,128.0
-2.3622565,-0.0,-0.20459364,128.0
-2.3552685,-0.0,-0.1946736,128.0
-2.3871186,-0.0,-0.18787035,128.0
-2.4813771,-0.0,-0.18548633,128.0
-2.509318,-0.0,-0.17766929,128.0
-2.517779,-0.0,-0.1683348,128.0
-2.5730126,-0.0,-0.16188028,128.0
-2.5697353,-0.0,-0.15154587,128.0
-2.543052,-0.0,-0.13995264,128.0
-2.543582,-0.0,-0.12996444,128.0
-2.52849,-0.0,-0.11924178,128.0
-2.6147585,-0.0,-0.113020405,128.0
-2.681531,-0.0,-0.105357654,128.0
-2.681924,-0.0,-0.09482588,128.0
-2.6627853,-0.0,-0.083681405,128.0
-2.6630936,-0.0,-0.07322468,128.0
-2.6672595,-0.0,-0.06285744,128.0
-2.6830826,-0.0,-0.052689604,128.0
-2.6676707,-0.0,-0.04190711,128.0
-2.6873136,-0.0,-0.031659972,128.0
-2.6679175,-0.0,-0.020955455,128.0
-2.6679795,-0.0,-0.010477793,128.0
-2.6719,-0.0,3.186209E-8,128.0
-2.6679795,-0.0,0.010477857,128.0
-2.6679177,-0.0,0.020954248,128.0
-2.667815,-0.0,0.031430315,128.0
-2.6676707,-0.0,0.041907173,128.0
-2.6674857,-0.0,0.052382108,128.0
-2.6672595,-0.0,0.06285751,128.0
-2.666992,-0.0,0.073331945,128.0
-2.6666837,-0.0,0.0838027,128.0
-2.666334,-0.0,0.09427471,128.0
-2.665943,-0.0,0.10474526,128.0
-2.6655111,-0.0,0.1152142,128.0
-2.6689339,-0.0,0.1258638,128.0
-2.6684191,-0.0,0.13634306,128.0
-2.6678631,-0.0,0.14682148,128.0
-2.667266,-0.0,0.15729636,128.0
-2.6627352,-0.0,0.1675252,128.0
-2.6425006,-0.0,0.17667355,128.0
-2.6613374,-0.0,0.18843164,128.0
-2.6644661,-0.0,0.19917256,128.0
-2.6597753,-0.0,0.20932898,128.0
-2.6783667,-0.0,0.22137918,128.0
-2.6580493,-0.0,0.23021214,128.0
-2.661009,-0.0,0.24099962,128.0
-2.6561594,-0.0,0.2510811,128.0
-2.6551528,-0.0,0.26150924,128.0
-2.6541054,-0.0,0.2719346,128.0
-2.653017,-0.0,0.28235576,128.0
-2.651888,-0.0,0.29277003,128.0
-2.6700914,-0.0,0.30539823,128.0
-2.6688714,-0.0,0.3158819,128.0
-2.6482546,-0.0,0.32399273,128.0
-2.6508315,-0.0,0.33487803,128.0
-2.6456285,-0.0,0.3447806,128.0
-2.644254,-0.0,0.3551679,128.0
-2.642839,-0.0,0.36554846,128.0
-2.6413832,-0.0,0.37592465,128.0
-2.6398864,-0.0,0.38629505,128.0
-2.653776,-0.0,0.39897624,128.0
-2.656043,-0.0,0.40999013,128.0
-2.6505604,-0.0,0.4198077,128.0
-2.6488914,-0.0,0.43021256,128.0
-2.627946,-0.0,0.43741038,128.0
-2.6454308,-0.0,0.45100343,128.0
-2.6244297,-0.0,0.4580365,128.0
-2.6418073,-0.0,0.47176647,128.0
-2.639934,-0.0,0.4821378,128.0
-2.6380203,-0.0,0.49250168,128.0
-2.6360662,-0.0,0.5028555,128.0
-2.634071,-0.0,0.51320404,128.0
-2.6320353,-0.0,0.5235446,128.0
-2.629959,-0.0,0.53387594,128.0
-2.6087472,-0.0,0.54024583,128.0
-2.6409483,-0.0,0.5577383,128.0
-2.6158624,-0.0,0.5631794,128.0
-2.6136303,-0.0,0.5734481,128.0
-2.6189702,-0.0,0.58540946,128.0
-2.6318617,-0.0,0.599153,128.0
-2.629489,-0.0,0.60948175,128.0
-2.6043005,-0.0,0.6144305,128.0
-2.6246207,-0.0,0.630116,128.0
-2.6069717,-0.0,0.63671607,128.0
-2.627161,-0.0,0.6525905,128.0
-2.6170156,-0.0,0.6609915,128.0
-2.6143997,-0.0,0.67126274,128.0
-2.6117435,-0.0,0.6815249,128.0
-2.6090467,-0.0,0.6917766,128.0
-2.60631,-0.0,0.7020175,128.0
-2.6035335,-0.0,0.7122452,128.0
-2.6233592,-0.0,0.7287544,128.0
-2.5978591,-0.0,0.73267233,128.0
-2.6175547,-0.0,0.7493355,128.0
-2.5920246,-0.0,0.75305307,128.0
-2.6115887,-0.0,0.7698704,128.0
-2.6085455,-0.0,0.7801195,128.0
-2.6054616,-0.0,0.7903578,128.0
-2.5798762,-0.0,0.79367393,128.0
-2.5991735,-0.0,0.8107978,128.0
-2.59597,-0.0,0.8209965,128.0
-2.6150086,-0.0,0.83832866,128.0
-2.6116962,-0.0,0.8485919,128.0
-2.5861177,-0.0,0.85152256,128.0
-2.6234486,-0.0,0.875249,128.0
-2.601518,-0.0,0.87930006,128.0
-2.5943553,-0.0,0.8882454,128.0
-2.594532,-0.0,0.899705,128.0
-2.5909786,-0.0,0.9098873,128.0
-2.6057582,-0.0,0.926589,128.0
-2.5800836,-0.0,0.92888623,128.0
-2.602065,-0.0,0.94836,128.0
-2.5763671,-0.0,0.9504724,128.0
-2.5945365,-0.0,0.9687671,128.0
-2.5761192,-0.0,0.9734348,128.0
-2.572277,-0.0,0.98354304,128.0
-2.5829442,-0.0,0.9992647,128.0
-2.579,-0.0,1.0094008,128.0
-2.5932393,-0.0,1.0267366,128.0
-2.5891871,-0.0,1.0369129,128.0
-2.5814815,-0.0,1.0456067,128.0
-2.6026177,-0.0,1.0660847,128.0
-2.558684,-0.0,1.0598422,128.0
-2.572581,-0.0,1.077453,128.0
-2.5862863,-0.0,1.0951513,128.0
-2.6250815,-0.0,1.1237557,128.0
-2.6206486,-0.0,1.134055,128.0
-2.619748,-0.0,1.1459011,128.0
-2.5937343,-0.0,1.1466784,128.0
-2.6284711,-0.0,1.1743957,128.0
-2.6025124,-0.0,1.1750785,128.0
-2.6191664,-0.0,1.1950032,128.0
