x,y,z,i
0.34008834,0.0,0.2430307,128.0
0.3410401,0.0,0.24169333,128.0
0.3419866,0.0,0.2403522,128.0
0.33972824,0.0,0.23677738,128.0
0.34065542,0.0,0.23544146,128.0
0.32540998,0.0,0.22302149,128.0
0.34249404,0.0,0.23275875,128.0
0.34340546,0.0,0.23141195,128.0
0.34431157,0.0,0.23006164,128.0
0.34521237,0.0,0.22870776,128.0
0.34610784,0.0,0.22735035,128.0
0.34699795,0.0,0.22598943,128.0
0.34788275,0.0,0.22462502,128.0
0.34876215,0.0,0.22325715,128.0
0.34963617,0.0,0.2218859,128.0
0.35050485,0.0,0.22051112,128.0
0.35136807,0.0,0.21913303,128.0
0.3355545,0.0,0.20744497,128.0
0.33636653,0.0,0.20612569,128.0
0.35392523,0.0,0.21497846,128.0
0.33129266,0.0,0.1994544,128.0
0.3556027,0.0,0.21219215,128.0
0.33284894,0.0,0.1968463,128.0
0.3572583,0.0,0.20939274,128.0
0.35807782,0.0,0.20798817,128.0
0.35889181,0.0,0.2065804,128.0
0.36308798,0.0,0.20710175,128.0
0.38087457,0.0,0.2152691,128.0
0.3613006,0.0,0.20233807,128.0
0.38255352,0.0,0.21227115,128.0
0.38338417,0.0,0.21076724,128.0
0.4047586,0.0,0.22045252,128.0
0.3850277,0.0,0.2077497,128.0
0.3652036,0.0,0.1952054,128.0
0.3832008,0.0,0.20289439,128.0
0.37017927,0.0,0.19414249,128.0
0.37093884,0.0,0.1926873,128.0
0.37169266,0.0,0.19122915,128.0
0.33065253,0.0,0.16847588,128.0
0.37318307,0.0,0.18830402,128.0
0.35289782,0.0,0.17633307,128.0
0.37465048,0.0,0.18536727,128.0
0.39638934,0.0,0.19418916,128.0
0.3760948,0.0,0.18241908,128.0
0.39438662,0.0,0.18938176,128.0
0.37047133,0.0,0.17611086,128.0
0.41350597,0.0,0.19458109,128.0
0.41426688,0.0,0.1929558,128.0
0.41147965,0.0,0.18969473,128.0
0.36245647,0.0,0.16537197,128.0
0.3809666,0.0,0.17201301,128.0
0.38163915,0.0,0.17051564,128.0
0.4037076,0.0,0.17847726,128.0
0.36500928,0.0,0.15965834,128.0
0.3800422,0.0,0.16445895,128.0
0.38427037,0.0,0.16450012,128.0
0.35968226,0.0,0.15230575,128.0
0.36747205,0.0,0.15390533,128.0
0.36086732,0.0,0.14947614,128.0
0.3686695,0.0,0.15101449,128.0
0.36925966,0.0,0.1495656,128.0
0.34812137,0.0,0.13941485,128.0
0.33053556,0.0,0.13086829,128.0
0.3310469,0.0,0.12956926,128.0
0.37893122,0.0,0.14659745,128.0
0.35391104,0.0,0.1353225,128.0
0.35443974,0.0,0.1339316,128.0
0.3586166,0.0,0.13390292,128.0
0.38850504,0.0,0.14332707,128.0
0.38906488,0.0,0.14180031,128.0
0.43365192,0.0,0.15612435,128.0
0.4305871,0.0,0.1531135,128.0
0.41646627,0.0,0.14625253,128.0
0.4354611,0.0,0.15100475,128.0
0.43605074,0.0,0.14929359,128.0
0.4552017,0.0,0.153856,128.0
0.42981076,0.0,0.1433957,128.0
0.4601004,0.0,0.15149578,128.0
0.497783,0.0,0.16173948,128.0
0.46498984,0.0,0.14906818,128.0
0.48788247,0.0,0.15429701,128.0
0.4847616,0.0,0.15121846,128.0
0.48535168,0.0,0.14931366,128.0
0.47847018,0.0,0.14514232,128.0
0.47903645,0.0,0.14326231,128.0
0.47959533,0.0,0.14138004,128.0
0.55889094,0.0,0.16237281,128.0
0.63470435,0.0,0.18169883,128.0
0.6015345,0.0,0.16965032,128.0
0.6134692,0.0,0.17041841,128.0
0.666895,0.0,0.18244186,128.0
0.6676063,0.0,0.1798215,128.0
0.6796166,0.0,0.18019702,128.0
0.6576771,0.0,0.17161857,128.0
0.6885658,0.0,0.1767937,128.0
0.70069546,0.0,0.17697796,128.0
0.68236315,0.0,0.16949983,128.0
0.7020638,0.0,0.17146923,128.0
0.7027317,0.0,0.168711,128.0
0.657742,0.0,0.15518068,128.0
0.6697442,0.0,0.1552384,128.0
0.67034864,0.0,0.15260705,128.0
0.6937793,0.0,0.15507798,128.0
0.6791453,0.0,0.14900918,128.0
0.66066206,0.0,0.14223686,128.0
0.7071033,0.0,0.14933233,128.0
0.73823607,0.0,0.15288128,128.0
0.69669026,0.0,0.14142671,128.0
0.72793883,0.0,0.14479606,128.0
0.72850186,0.0,0.14193635,128.0
0.73671544,0.0,0.14053601,128.0
0.73726165,0.0,0.13764177,128.0
0.7377965,0.0,0.13474558,128.0
0.7344807,0.0,0.13116163,128.0
0.738832,0.0,0.12894684,128.0
0.7393327,0.0,0.12604447,128.0
0.7359749,0.0,0.122499734,128.0
0.73645025,0.0,0.119608715,128.0
0.7369143,0.0,0.116715774,128.0
0.7180951,0.0,0.11084621,128.0
0.7378082,0.0,0.11092451,128.0
0.73823816,0.0,0.1080263,128.0
0.7386567,0.0,0.105126426,128.0
0.7390638,0.0,0.102224916,128.0
0.7394596,0.0,0.09932184,128.0
0.73984385,0.0,0.09641723,128.0
0.7402168,0.0,0.09351113,128.0
0.7212226,0.0,0.08823559,128.0
0.7409284,0.0,0.08769466,128.0
0.74514174,0.0,0.08522755,128.0
0.7454707,0.0,0.08230083,128.0
0.71864146,0.0,0.07648349,128.0
0.7460941,0.0,0.076443344,128.0
0.74250734,0.0,0.073130585,128.0
0.74667144,0.0,0.07058123,128.0
0.7469429,0.0,0.067648605,128.0
0.74720275,0.0,0.06471477,128.0
0.7474511,0.0,0.06178002,128.0
0.7243601,0.0,0.05700837,128.0
0.74791336,0.0,0.055907704,128.0
0.7481271,0.0,0.05297032,128.0
0.7249815,0.0,0.04847094,128.0
0.7251662,0.0,0.045623574,128.0
0.7486992,0.0,0.044153087,128.0
0.7527609,0.0,0.041427013,128.0
0.7295483,0.0,0.037276544,128.0
0.7491674,0.0,0.03532982,128.0
0.7259222,0.0,0.031377085,128.0
0.7299368,0.0,0.028679274,128.0
0.7300438,0.0,0.025812691,128.0
0.75352794,0.0,0.023680637,128.0
0.7341225,0.0,0.020185307,128.0
0.7536907,0.0,0.017761681,128.0
0.7303592,0.0,0.014342385,128.0
0.75380695,0.0,0.011841808,128.0
0.75384766,0.0,0.00888153,128.0
0.7343773,0.0,0.0057678744,128.0
0.7343943,0.0,0.0028839435,128.0
0.7578,0.0,-3.312449E-8,128.0
0.7343943,0.0,-0.0028839202,128.0
0.7343773,0.0,-0.005767851,128.0
0.734349,0.0,-0.008651781,128.0
0.73820895,0.0,-0.0115967505,128.0
0.7576539,0.0,-0.014878361,128.0
0.7380951,0.0,-0.017394125,128.0
0.73802114,0.0,-0.02029248,128.0
0.7379357,0.0,-0.023190606,128.0
0.7573268,0.0,-0.02677733,128.0
0.7338338,0.0,-0.028832365,128.0
0.73761135,0.0,-0.031882312,128.0
0.7335847,0.0,-0.034594934,128.0
0.7568127,0.0,-0.038669605,128.0
0.75665504,0.0,-0.041641295,128.0
0.7331262,0.0,-0.04323468,128.0
0.7329508,0.0,-0.04611332,128.0
0.73276407,0.0,-0.048991248,128.0
0.73256606,0.0,-0.05186851,128.0
0.7284676,0.0,-0.054454077,128.0
0.75157595,0.0,-0.05915028,128.0
0.73190415,0.0,-0.060494963,128.0
0.71213406,0.0,-0.061677467,128.0
0.73140645,0.0,-0.066241495,128.0
0.75055414,0.0,-0.07094823,128.0
0.7269824,0.0,-0.071601495,128.0
0.7305753,0.0,-0.07485329,128.0
0.73027575,0.0,-0.07772168,128.0
0.7260884,0.0,-0.080160975,128.0
0.75289124,0.0,-0.08611389,128.0
0.7486743,0.0,-0.088611424,128.0
0.7250937,0.0,-0.08870916,128.0
0.7247398,0.0,-0.0915559,128.0
0.74757844,0.0,-0.097425275,128.0
0.7471901,0.0,-0.100360155,128.0
0.7274741,0.0,-0.10062184,128.0
0.7232123,0.0,-0.10292833,128.0
0.742097,0.0,-0.10859095,128.0
0.7455215,0.0,-0.112084135,128.0
0.74122125,0.0,-0.11441596,128.0
0.74461824,0.0,-0.117935926,128.0
0.7402998,0.0,-0.12023391,128.0
0.739822,0.0,-0.12314013,128.0
0.7393327,0.0,-0.12604445,128.0
0.71578044,0.0,-0.124923676,128.0
0.73831993,0.0,-0.1318472,128.0
0.7377965,0.0,-0.13474557,128.0
0.73726165,0.0,-0.13764174,128.0
0.7137299,0.0,-0.13615125,128.0
0.7361579,0.0,-0.14342797,128.0
0.7355889,0.0,-0.14631775,128.0
0.7120764,0.0,-0.14455006,128.0
0.73059815,0.0,-0.15129952,128.0
0.7299984,0.0,-0.15416749,128.0
0.7103241,0.0,-0.15292878,128.0
0.7325744,0.0,-0.16073188,128.0
0.7281315,0.0,-0.16275668,128.0
0.7274867,0.0,-0.16561471,128.0
0.7268308,0.0,-0.16847034,128.0
0.7261636,0.0,-0.1713233,128.0
0.7254852,0.0,-0.17417361,128.0
0.70206386,0.0,-0.17146921,128.0
0.7203099,0.0,-0.17892584,128.0
0.72338295,0.0,-0.18270825,128.0
0.7264374,0.0,-0.18651745,128.0
0.7219257,0.0,-0.18838398,128.0
0.7211804,0.0,-0.19121742,128.0
0.7204239,0.0,-0.19404803,128.0
0.7196563,0.0,-0.1968757,128.0
0.73766613,0.0,-0.20491964,128.0
0.71808785,0.0,-0.20252174,128.0
0.7322846,0.0,-0.20963341,128.0
0.7164751,0.0,-0.20815521,128.0
0.7306155,0.0,-0.21537833,128.0
0.7148182,0.0,-0.213776,128.0
0.71397316,0.0,-0.21658143,128.0
0.7093896,0.0,-0.21823668,128.0
0.7122502,0.0,-0.22218214,128.0
0.726246,0.0,-0.2296815,128.0
0.7067694,0.0,-0.22657873,128.0
0.7244197,0.0,-0.23537819,128.0
0.7049681,0.0,-0.23212256,128.0
0.70405114,0.0,-0.23488916,128.0
0.72159654,0.0,-0.24389613,128.0
0.72063315,0.0,-0.24672793,128.0
0.70123506,0.0,-0.24316709,128.0
0.7518849,0.0,-0.26404312,128.0
0.7066528,0.0,-0.25128034,128.0
0.71666884,0.0,-0.25801674,128.0
0.7156501,0.0,-0.2608291,128.0
0.7366679,0.0,-0.27177107,128.0
0.71357954,0.0,-0.26644158,128.0
0.7125277,0.0,-0.26924175,128.0
0.7223933,0.0,-0.27621645,128.0
0.71039116,0.0,-0.27482957,128.0
0.7202016,0.0,-0.28188145,128.0
0.6973324,0.0,-0.2760934,128.0
0.73978114,0.0,-0.2962658,128.0
0.7168309,0.0,-0.29034647,128.0
0.7156852,0.0,-0.29315913,128.0
0.703719,0.0,-0.29148993,128.0
0.7133607,0.0,-0.29877102,128.0
0.73382175,0.0,-0.31073335,128.0
0.71099216,0.0,-0.30436456,128.0
0.7242002,0.0,-0.3133894,128.0
0.68714094,0.0,-0.3005616,128.0
0.70022327,0.0,-0.30956545,128.0
0.7275795,0.0,-0.32508108,128.0
0.74762404,0.0,-0.3375653,128.0
0.6965278,0.0,-0.3177931,128.0
0.7236992,0.0,-0.33363003,128.0
0.7223836,0.0,-0.3364692,128.0
0.7210567,0.0,-0.3393034,128.0
0.7126741,0.0,-0.33878377,128.0
0.7183695,0.0,-0.34495622,128.0
0.7170094,0.0,-0.34777442,128.0
0.72964746,0.0,-0.3574505,128.0
0.72823817,0.0,-0.36031303,128.0
0.7058851,0.0,-0.3527109,128.0
0.7044946,0.0,-0.3554802,128.0
0.7239429,0.0,-0.3688672,128.0
0.72248876,0.0,-0.37170726,128.0
0.72102344,0.0,-0.3745416,128.0
0.71954703,0.0,-0.37737033,128.0
0.73873967,0.0,-0.39114264,128.0
0.7165611,0.0,-0.38300976,128.0
0.7150515,0.0,-0.38582075,128.0
0.71353084,0.0,-0.38862574,128.0
0.7119991,0.0,-0.39142495,128.0
0.7104566,0.0,-0.3942178,128.0
0.6986949,0.0,-0.39128783,128.0
0.71752423,0.0,-0.40554237,128.0
0.7159261,0.0,-0.40835693,128.0
0.71431684,0.0,-0.4111654,128.0
0.70257974,0.0,-0.40809068,128.0
0.69087774,0.0,-0.40493038,128.0
0.7094236,0.0,-0.41955182,128.0
0.7077706,0.0,-0.42233452,128.0
0.70610654,0.0,-0.42511085,128.0
0.69443196,0.0,-0.42180625,128.0
0.7160472,0.0,-0.43879423,128.0
0.7143186,0.0,-0.44160277,128.0
0.71928215,0.0,-0.44858497,128.0
0.6976239,0.0,-0.43889236,128.0
0.7090666,0.0,-0.4499873,128.0
0.7139476,0.0,-0.4570275,128.0
0.71214736,0.0,-0.45982766,128.0
0.71033615,0.0,-0.46262068,128.0
0.70191103,0.0,-0.4610693,128.0
0.70009506,0.0,-0.46382213,128.0
0.714565,0.0,-0.47745702,128.0
0.70298195,0.0,-0.47372106,128.0
0.6945823,0.0,-0.47203755,128.0
0.7088906,0.0,-0.48584196,128.0
0.70697725,0.0,-0.48862198,128.0
0.69545436,0.0,-0.48470458,128.0
0.6870822,0.0,-0.48288935,128.0
0.70117193,0.0,-0.49691677,128.0
0.7055613,0.0,-0.5042015,128.0
0.71306825,0.0,-0.51380813,128.0
0.7015796,0.0,-0.5097273,128.0
0.69328016,0.0,-0.507869,128.0
0.6975546,0.0,-0.5152218,128.0
0.68927,0.0,-0.5132983,128.0
0.61847615,0.0,-0.46436498,128.0
0.56059617,0.0,-0.4243602,128.0
0.54962456,0.0,-0.41946015,128.0
0.5108022,0.0,-0.3930157,128.0
0.4938469,0.0,-0.38306686,128.0
0.44003272,0.0,-0.34410053,128.0
0.39878392,0.0,-0.31437588,128.0
0.3608292,0.0,-0.28675964,128.0
0.39630255,0.0,-0.3174982,128.0
0.358566,0.0,-0.28958464,128.0
0.37565017,0.0,-0.3058273,128.0
0.37444627,0.0,-0.3073001,128.0
0.3551295,0.0,-0.29378882,128.0
0.35397312,0.0,-0.295181,128.0
0.35281125,0.0,-0.2965688,128.0
0.3695732,0.0,-0.31314373,128.0
0.3504711,0.0,-0.2993306,128.0
0.3671024,0.0,-0.31603667,128.0
0.3481094,0.0,-0.30207393,128.0
0.34692046,0.0,-0.30343863,128.0
0.36335382,0.0,-0.32033947,128.0
0.3445266,0.0,-0.30615392,128.0
0.34332168,0.0,-0.30750453,128.0
0.35955477,0.0,-0.32459778,128.0
0.35827732,0.0,-0.32600725,128.0
0.33967522,0.0,-0.3115278,128.0
0.33844924,0.0,-0.31285927,128.0
0.33721805,0.0,-0.31418595,128.0
0.31892377,0.0,-0.29948938,128.0
0.3177452,0.0,-0.30073944,128.0
0.33349338,0.0,-0.31813672,128.0
0.33224145,0.0,-0.31944397,128.0
0.3309844,0.0,-0.3207462,128.0
0.31298223,0.0,-0.30569327,128.0
0.3284551,0.0,-0.32333583,128.0
0.3271829,0.0,-0.3246231,128.0
0.3259055,0.0,-0.3259055,128.0
0.30814198,0.0,-0.3105717,128.0
0.30692,0.0,-0.31177935,128.0
0.30569327,0.0,-0.31298223,128.0
0.3207463,0.0,-0.33098432,128.0
0.3032257,0.0,-0.31537345,128.0
0.3181368,0.0,-0.33349332,128.0
0.30073944,0.0,-0.3177452,128.0
0.31550774,0.0,-0.33598164,128.0
0.30089328,0.0,-0.32295078,128.0
0.2969753,0.0,-0.3212661,128.0
0.29571143,0.0,-0.32242987,128.0
0.31019145,0.0,-0.34089598,128.0
0.29316998,0.0,-0.32474238,128.0
0.30750462,0.0,-0.34332162,128.0
0.30615392,0.0,-0.3445266,128.0
0.30479863,0.0,-0.34572622,128.0
0.30343863,0.0,-0.3469205,128.0
0.28929362,0.0,-0.33338138,128.0
0.30070466,0.0,-0.34929287,128.0
0.2993306,0.0,-0.35047114,128.0
0.2828249,0.0,-0.33379084,128.0
0.2840214,0.0,-0.3378843,128.0
0.2801946,0.0,-0.3360018,128.0
0.26644328,0.0,-0.3220745,128.0
0.29239187,0.0,-0.35628054,128.0
0.2786791,0.0,-0.3423038,128.0
0.27488244,0.0,-0.34036142,128.0
0.27598208,0.0,-0.34448197,128.0
0.2722008,0.0,-0.3425098,128.0
0.28534037,0.0,-0.36195257,128.0
0.27190468,0.0,-0.34770936,128.0
0.27053723,0.0,-0.34877434,128.0
0.26916546,0.0,-0.3498341,128.0
0.27961996,0.0,-0.3663898,128.0
0.26405573,0.0,-0.34882778,128.0
0.25097564,0.0,-0.3342682,128.0
0.26363733,0.0,-0.35401878,128.0
0.27383038,0.0,-0.37073675,128.0
0.2585441,0.0,-0.3529323,128.0
0.24340184,0.0,-0.33501396,128.0
0.24208437,0.0,-0.33596718,128.0
0.25436834,0.0,-0.35595366,128.0
0.22359522,0.0,-0.3155029,128.0
0.23810974,0.0,-0.33879575,128.0
0.23454739,0.0,-0.3365287,128.0
0.21542805,0.0,-0.3116985,128.0
0.21420243,0.0,-0.31254202,128.0
0.21297336,0.0,-0.31338084,128.0
0.19648506,0.0,-0.29157534,128.0
0.19100504,0.0,-0.2858593,128.0
0.19849688,0.0,-0.29961202,128.0
0.18875408,0.0,-0.28735054,128.0
0.17479935,0.0,-0.26839763,128.0
0.16316645,0.0,-0.25270012,128.0
0.15376224,0.0,-0.24020037,128.0
0.20511448,0.0,-0.32320875,128.0
0.22674154,0.0,-0.36040798,128.0
0.22326058,0.0,-0.35798648,128.0
0.19514033,0.0,-0.31565085,128.0
0.19186151,0.0,-0.31308943,128.0
0.23522511,0.0,-0.387258,128.0
0.24381204,0.0,-0.40497035,128.0
0.24421817,0.0,-0.40927377,128.0
0.29427692,0.0,-0.49759495,128.0
0.35749987,0.0,-0.60995317,128.0
0.37474027,0.0,-0.64516276,128.0
0.4267799,0.0,-0.74144393,128.0
0.44511998,0.0,-0.7803786,128.0
0.001918971,0.0,-0.0033952245,128.0
0.515349,0.0,-0.9202215,128.0
0.50416213,0.0,-0.9085975,128.0
0.51374227,0.0,-0.9344935,128.0
0.51006836,0.0,-0.9365038,128.0
0.49527532,0.0,-0.9179059,128.0
0.49350536,0.0,-0.92328334,128.0
0.43685916,0.0,-0.8250837,128.0
0.34834182,0.0,-0.66419727,128.0
0.2791199,0.0,-0.53732884,128.0
0.287713,0.0,-0.5592284,128.0
0.21814248,0.0,-0.42812863,128.0
0.16014846,0.0,-0.31738418,128.0
0.120460756,0.0,-0.24107976,128.0
0.10221803,0.0,-0.20659555,128.0
0.07734132,0.0,-0.15787324,128.0
